DM,PGC,Name,Inc,e_Inc,HRV,Wmx,e_Wmx,m21,e_m21,umag,rmag,W1mag,Reu,Rer,ReW1,Au,e_Au,Ar,e_Ar,AW1,e_AW1,Gu,Gr,Gw1,QSflag,QWflag,ALFALFA,ADHI,SimbadName,LEDA,_RA,_DE,_ivoid,Vls,Vcmb,f,DMbest,e_DMbest,DM-r,e_DM-r,RMS-r,DM-i,e_DM-i,RMS-i,DM-z,e_DM-z,RMS-z,DM-W1,e_DM-W1,RMS-W1,logW,M_W1,M_pred,mu_tf,d_tf_mpc,d_catalog_mpc
*,40023,ESO380-019,85,2,2935,455,10,15.075,0.076,,,11.19,,,0.59,,,,,0.05,0.0,1.18,0.63,0.06,0,5,0,1,LEDA   40023,LEDA,185.50934,-35.79272,ivo://CDS.VizieR/J/ApJ/902/145:table1:4684,2667,3246,1.009,32.87,0.12,,,,,,,,,,32.87,0.12,0.48,2.6580113966571126,-21.68,-21.99478827314797,33.18478827314797,43.34686114820843,37.4973002245483
*,40033,NGC4307,86,2,1054,311,13,16.989,0.076,14.01,11.6,11.13,0.7,0.64,0.55,1.03,0.17,0.42,0.08,0.02,0.0,0.93,0.37,0.03,4,5,2,1,LEDA   40033,LEDA,185.52344,9.04355,ivo://CDS.VizieR/J/ApJ/902/145:table1:4685,942,1394,1.004,31.48,0.19,31.48,0.18,0.42,31.48,0.19,0.43,31.47,0.19,0.42,31.49,0.19,0.55,2.4927603890268375,-20.35,-20.63011416719032,31.760114167190324,22.491728550910512,19.76969640111861
*,40080,ESO573-016,82,3,6068,380,17,15.356,0.185,,,13.62,,,0.24,,,,,0.05,0.01,1.21,0.7,0.06,0,5,0,1,LEDA   40080,LEDA,185.5998,-21.19425,ivo://CDS.VizieR/J/ApJ/902/145:table1:4690,5837,6412,1.017,34.84,0.21,,,,,,,,,,34.84,0.21,0.48,2.57978359661681,-21.220000000000006,-21.348768290505063,34.96876829050506,98.57202036745147,92.89663867799378
*,40085,NGC4331,84,3,1564,158,14,14.944,0.185,,,13.94,,,0.54,,,,,0.01,0.0,0.86,0.41,0.02,0,4,0,0,LEDA   40085,LEDA,185.64933,76.17331,ivo://CDS.VizieR/J/ApJ/902/145:table1:4691,1766,1604,1.004,31.48,0.38,,,,,,,,,,31.48,0.38,0.66,2.1986570869544226,-17.54,-18.201353419704663,32.141353419704664,26.808386980771253,19.76969640111861
*,40092,IC0784,74,3,4876,383,12,15.089,0.076,,,12.68,,,0.4,,,,,0.04,0.0,1.23,0.71,0.07,0,5,0,1,LEDA   40092,LEDA,185.62524,-4.65276,ivo://CDS.VizieR/J/ApJ/902/145:table1:4692,4704,5229,1.014,33.98,0.17,,,,,,,,,,33.98,0.17,0.48,2.583198773968623,-21.299999999999997,-21.37697147162998,34.05697147162998,64.77304208870719,62.51726927756849
*,40095,NGC4312,80,3,144,212,8,16.735,0.076,13.49,11.48,11.24,0.9,0.79,0.67,0.89,0.15,0.49,0.08,0.05,0.01,1.19,0.65,0.06,5,5,2,1,LEDA   40095,LEDA,185.63066,15.53792,ivo://CDS.VizieR/J/ApJ/902/145:table1:4693,63,470,1.001,30.19,0.18,30.2,0.18,0.55,30.19,0.18,0.56,30.18,0.19,0.56,30.07,0.19,0.64,2.326335860928751,-18.950000000000003,-19.255748907041248,30.495748907041246,12.564632235908206,10.91440336448757
*,40105,NGC4313,84,3,1445,257,9,16.902,0.076,0.0,11.37,10.95,0.0,0.77,0.63,0.99,0.2,0.46,0.1,0.03,0.0,1.03,0.48,0.04,5,5,2,1,LEDA   40105,LEDA,185.66048,11.80088,ivo://CDS.VizieR/J/ApJ/902/145:table1:4694,1346,1779,1.005,30.57,0.17,30.58,0.17,0.5,30.57,0.17,0.51,30.55,0.18,0.5,30.54,0.17,0.6,2.4099331233312946,-19.62,-19.946110926406007,30.896110926406006,15.108529096049756,13.001695780332906
*,40111,IC3225,71,3,2366,197,5,15.474,0.076,15.16,13.54,13.74,0.52,0.51,0.45,0.49,0.07,0.26,0.04,0.01,0.0,1.01,0.54,0.04,5,5,2,0,LEDA   40111,LEDA,185.66309,6.67837,ivo://CDS.VizieR/J/ApJ/902/145:table1:4696,2243,2709,1.007,32.41,0.16,32.42,0.16,0.55,32.4,0.16,0.57,32.4,0.16,0.56,32.31,0.16,0.64,2.294466226161593,-18.669999999999995,-18.992563429646914,32.732563429646916,35.19757037369261,30.338911841942657
*,40119,NGC4316,87,2,1252,309,5,15.076,0.076,14.6,12.45,11.72,0.66,0.55,0.45,1.49,0.25,0.88,0.17,0.06,0.0,1.24,0.71,0.07,5,5,2,1,LEDA   40119,LEDA,185.67592,9.33281,ivo://CDS.VizieR/J/ApJ/902/145:table1:4698,1141,1591,1.004,31.95,0.13,31.96,0.13,0.42,31.96,0.13,0.43,31.94,0.13,0.42,32.02,0.11,0.55,2.4899584794248346,-20.229999999999997,-20.606975467245796,32.326975467245795,29.20082310845463,24.547089156850298
*,40147,IC3229,79,3,1540,123,8,16.44,0.076,16.02,14.47,14.86,0.28,0.28,0.27,0.66,0.11,0.32,0.05,0.02,0.0,0.92,0.46,0.02,5,5,2,0,LEDA   40147,LEDA,185.71986,6.68059,ivo://CDS.VizieR/J/ApJ/902/145:table1:4700,1417,1883,1.005,31.62,0.26,31.62,0.25,0.56,31.61,0.26,0.6,31.62,0.26,0.59,31.49,0.28,0.66,2.089905111439398,-16.76,-17.303259017223667,32.163259017223666,27.080196006258568,21.08628149933291
*,40148,ESO380-021,88,2,2984,135,14,15.655,0.185,,,15.43,,,0.64,,,,,0.02,0.0,0.76,0.31,0.01,0,3,0,1,LEDA   40148,LEDA,185.7225,-34.19389,ivo://CDS.VizieR/J/ApJ/902/145:table1:4701,2720,3300,1.009,32.09,0.44,,,,,,,,,,32.09,0.44,0.66,2.130333768495006,-16.660000000000004,-17.63712652105075,33.06712652105075,41.06060122721273,26.18183008218989
*,40201,NGC4330,79,3,1560,237,5,15.464,0.076,14.02,12.18,11.9,1.06,1.06,0.82,0.85,0.14,0.49,0.08,0.04,0.0,1.19,0.68,0.06,5,5,2,1,LEDA   40201,LEDA,185.82187,11.36798,ivo://CDS.VizieR/J/ApJ/902/145:table1:4703,1459,1895,1.005,31.35,0.14,31.35,0.14,0.53,31.35,0.14,0.53,31.34,0.14,0.52,31.15,0.13,0.62,2.374748346010104,-19.450000000000003,-19.655548374185187,31.555548374185186,20.46961502201367,18.620871366628684
*,40251,NGC4343,83,3,1013,322,5,15.55,0.076,14.34,11.95,11.43,0.25,0.22,0.29,0.91,0.17,0.41,0.08,0.03,0.0,1.01,0.46,0.04,5,5,2,0,LEDA   40251,LEDA,185.91122,6.95402,ivo://CDS.VizieR/J/ApJ/902/145:table1:4706,892,1355,1.004,31.89,0.13,31.9,0.13,0.4,31.89,0.13,0.4,31.87,0.13,0.4,31.93,0.11,0.54,2.507855871695831,-20.46,-20.75477552091349,32.18477552091349,27.34985978579259,23.878112829131783
*,40265,IC3253,71,3,2705,333,10,14.401,0.185,,,11.38,,,0.57,,,,,0.03,0.0,1.23,0.69,0.07,0,5,0,0,LEDA   40265,LEDA,185.93846,-34.62218,ivo://CDS.VizieR/J/ApJ/902/145:table1:4709,2440,3019,1.008,32.22,0.17,,,,,,,,,,32.22,0.17,0.51,2.5224442335063197,-20.839999999999996,-20.875248974580156,32.255248974580155,28.252038858365566,27.79713267759287
*,40273,IC3259,59,5,1422,153,10,16.574,0.076,15.07,13.23,13.31,0.47,0.5,0.4,0.34,0.08,0.19,0.04,0.02,0.0,1.2,0.69,0.06,5,5,2,1,LEDA   40273,LEDA,185.95207,7.18532,ivo://CDS.VizieR/J/ApJ/902/145:table1:4710,1302,1764,1.005,31.83,0.32,31.84,0.31,0.56,31.83,0.32,0.59,31.82,0.32,0.59,31.54,0.35,0.65,2.184691430817599,-18.519999999999996,-18.086022387380353,31.396022387380356,19.01973569250617,23.22736796357105
*,40303,NGC4353,54,4,1126,141,17,16.989,0.076,14.99,13.22,13.34,0.28,0.27,0.28,0.28,0.05,0.17,0.03,0.01,0.0,1.23,0.71,0.07,5,5,2,0,LEDA   40303,LEDA,186.00106,7.78518,ivo://CDS.VizieR/J/ApJ/902/145:table1:4712,1009,1467,1.004,31.93,0.49,31.94,0.47,0.56,31.94,0.49,0.59,31.9,0.5,0.59,31.86,0.55,0.66,2.1492191126553797,-18.59,-17.793085268457737,31.133085268457737,16.850665349608327,24.322040090738145
*,40342,NGC4356,89,1,1133,218,20,17.702,0.076,14.59,12.35,12.07,0.82,0.74,0.62,1.73,0.11,1.04,0.1,0.06,0.0,1.22,0.68,0.07,4,5,0,1,LEDA   40342,LEDA,186.06056,8.5358,ivo://CDS.VizieR/J/ApJ/902/145:table1:4716,1019,1473,1.004,30.8,0.35,30.8,0.34,0.55,30.81,0.35,0.56,30.8,0.36,0.55,31.16,0.39,0.63,2.3384564936046046,-18.73,-19.355843386329198,31.4258433863292,19.28273697237431,14.45439770745928
*,40408,PGC040408,84,3,1724,150,5,15.332,0.076,15.91,14.46,14.93,0.25,0.27,0.28,0.83,0.17,0.39,0.08,0.01,0.0,0.87,0.41,0.02,5,4,2,0,LEDA   40408,LEDA,186.16443,3.99548,ivo://CDS.VizieR/J/ApJ/902/145:table1:4721,1590,2070,1.005,32.08,0.17,32.09,0.17,0.56,32.08,0.17,0.6,32.08,0.17,0.59,32.1,0.17,0.66,2.1760912590556813,-17.15,-18.015000540805378,32.94500054080538,38.815046265954074,26.06153549998894
*,40458,IC3298,81,3,2444,161,5,16.491,0.038,15.91,14.51,14.59,0.23,0.25,0.29,0.81,0.14,0.43,0.08,0.02,0.0,1.01,0.54,0.04,5,4,1,0,LEDA   40458,LEDA,186.26584,17.01509,ivo://CDS.VizieR/J/ApJ/902/145:table1:4724,2371,2765,1.007,32.46,0.17,32.47,0.16,0.56,32.46,0.17,0.6,32.46,0.17,0.59,32.18,0.16,0.66,2.2068258760318495,-17.87,-18.268812826402716,32.85881282640271,37.304615261252806,31.04559588128357
*,40494,NGC4376,59,4,1139,140,5,15.425,0.076,14.37,13.1,13.45,0.35,0.39,0.38,0.31,0.06,0.17,0.03,0.01,0.0,1.1,0.61,0.05,5,5,2,0,LEDA   40494,LEDA,186.32507,5.74115,ivo://CDS.VizieR/J/ApJ/902/145:table1:4727,1013,1482,1.004,31.4,0.23,31.41,0.22,0.56,31.4,0.23,0.6,31.4,0.23,0.59,31.13,0.25,0.66,2.146128035678238,-17.95,-17.767558569584804,31.217558569584803,17.51909686588435,19.054607179632463
*,40507,NGC4380,60,4,961,262,5,16.498,0.076,13.41,11.25,11.0,0.91,0.89,0.9,0.33,0.06,0.16,0.03,0.01,0.0,1.1,0.55,0.05,5,5,2,1,LEDA   40507,LEDA,186.34241,10.01671,ivo://CDS.VizieR/J/ApJ/902/145:table1:4729,855,1297,1.003,31.31,0.2,31.31,0.19,0.44,31.32,0.2,0.44,31.3,0.2,0.43,31.28,0.2,0.56,2.4183012913197452,-20.31,-20.01521684189726,31.01521684189726,15.96038518702603,18.281002161427416
*,40530,IC3311,86,2,-132,146,8,16.31,0.076,15.5,13.8,13.96,0.46,0.48,0.49,1.03,0.16,0.52,0.09,0.02,0.0,0.93,0.46,0.02,5,5,0,1,LEDA   40530,LEDA,186.38792,12.26028,ivo://CDS.VizieR/J/ApJ/902/145:table1:4730,-227,200,1.001,31.26,0.23,31.26,0.22,0.56,31.25,0.23,0.6,31.26,0.24,0.59,31.09,0.25,0.66,2.164352855784437,-17.3,-17.9180625843035,31.8780625843035,23.7472058481237,17.864875748520518
*,40537,NGC4389,57,9,716,154,8,15.263,0.076,13.36,11.6,11.49,0.5,0.57,0.54,0.32,0.13,0.18,0.07,0.01,0.01,1.24,0.7,0.07,5,5,0,1,LEDA   40537,LEDA,186.39624,45.68467,ivo://CDS.VizieR/J/ApJ/902/145:table1:4731,786,928,1.002,30.41,0.43,30.42,0.42,0.56,30.42,0.43,0.59,30.39,0.44,0.58,30.08,0.49,0.65,2.187520720836463,-18.92,-18.109387199990916,29.599387199990915,8.31529076463939,12.078138351067803
*,40566,IC3322A,89,2,993,276,5,13.827,0.076,14.47,12.64,12.04,0.9,0.86,0.53,1.64,0.21,1.01,0.2,0.05,0.0,1.17,0.67,0.06,4,5,2,1,LEDA   40566,LEDA,186.42764,7.21671,ivo://CDS.VizieR/J/ApJ/902/145:table1:4734,874,1334,1.004,31.76,0.13,31.76,0.13,0.48,31.76,0.13,0.48,31.76,0.13,0.47,31.8,0.11,0.59,2.4409090820652177,-19.720000000000002,-20.20191625792916,32.24191625792916,28.07910439948642,22.490546058357825
*,40581,NGC4388,85,2,2515,361,10,15.42,0.076,12.79,10.75,10.28,1.0,1.05,0.71,0.79,0.12,0.22,0.06,0.0,0.01,0.77,0.21,0.01,5,4,0,1,LEDA   40581,LEDA,186.44508,12.66207,ivo://CDS.VizieR/J/ApJ/902/145:table1:4736,2422,2846,1.008,31.23,0.15,31.22,0.15,0.35,31.23,0.15,0.39,31.23,0.15,0.4,31.18,0.14,0.5,2.5575072019056577,-20.950000000000003,-21.164805605663727,31.444805605663724,19.451859370866234,17.619760464116293
*,40607,IC3322,86,2,1194,177,5,15.796,0.076,14.88,13.15,12.93,0.63,0.6,0.47,1.27,0.2,0.74,0.13,0.04,0.0,1.15,0.65,0.05,5,4,2,1,LEDA   40607,LEDA,186.47551,7.55482,ivo://CDS.VizieR/J/ApJ/902/145:table1:4740,1077,1534,1.004,31.06,0.16,31.07,0.15,0.56,31.05,0.16,0.59,31.04,0.16,0.59,30.89,0.15,0.65,2.247973266361807,-18.13,-18.608615765678334,31.538615765678333,20.31061870444499,16.292960326397214
*,40621,UGC07522,90,1,1427,306,5,15.407,0.076,15.38,13.2,12.34,0.84,0.75,0.54,1.77,0.01,1.13,0.01,0.06,0.0,1.21,0.7,0.06,4,5,1,1,LEDA   40621,LEDA,186.49568,3.42731,ivo://CDS.VizieR/J/ApJ/902/145:table1:4742,1291,1773,1.005,32.45,0.13,32.46,0.13,0.43,32.46,0.13,0.43,32.44,0.13,0.42,32.57,0.11,0.56,2.48572142648158,-20.110000000000003,-20.571985081891125,32.911985081891125,38.2293590183486,30.90295432513595
*,40622,NGC4396,80,3,-125,187,5,14.466,0.076,13.32,12.28,12.37,1.08,0.92,0.79,0.79,0.13,0.43,0.07,0.02,0.0,1.06,0.57,0.04,5,5,2,1,LEDA   40622,LEDA,186.49501,15.67147,ivo://CDS.VizieR/J/ApJ/902/145:table1:4743,-204,199,1.001,30.72,0.15,30.72,0.15,0.56,30.71,0.15,0.58,30.71,0.16,0.58,30.53,0.15,0.65,2.271841606536499,-18.35,-18.805725037541094,31.175725037541092,17.18482079012884,13.93156802945302
*,40644,NGC4402,83,3,239,251,5,15.11,0.076,13.57,11.42,10.74,1.03,0.93,0.68,1.07,0.21,0.59,0.12,0.05,0.01,1.2,0.65,0.06,5,5,2,1,LEDA   40644,LEDA,186.53189,13.11332,ivo://CDS.VizieR/J/ApJ/902/145:table1:4745,148,569,1.002,30.49,0.14,30.51,0.14,0.51,30.5,0.14,0.51,30.48,0.14,0.51,30.22,0.13,0.61,2.399673721481038,-19.75,-19.861386843639842,30.601386843639844,13.190989320370642,12.531411749414149
*,40692,NGC4414,59,4,714,378,5,12.929,0.076,11.77,9.82,9.27,0.71,0.59,0.54,0.21,0.04,0.04,0.01,0.0,0.0,0.71,0.15,0.0,5,5,1,1,LEDA   40692,LEDA,186.61303,31.22351,ivo://CDS.VizieR/J/ApJ/902/145:table1:4746,713,989,1.003,30.97,0.2,30.95,0.19,0.35,30.97,0.2,0.39,30.98,0.2,0.4,30.81,0.2,0.48,2.5774917998372255,-21.7,-21.32984219882147,30.59984219882147,13.18160944150864,15.631476426409531
*,40705,NGC4413,57,4,103,156,12,15.662,0.076,13.79,11.88,11.88,0.51,0.58,0.55,0.32,0.06,0.19,0.03,0.01,0.0,1.24,0.71,0.07,5,5,0,1,LEDA   40705,LEDA,186.6343,12.61067,ivo://CDS.VizieR/J/ApJ/902/145:table1:4748,10,434,1.001,30.62,0.34,30.62,0.33,0.56,30.62,0.34,0.59,30.6,0.35,0.58,30.32,0.38,0.65,2.1931245983544616,-18.740000000000002,-18.15566508144796,30.03566508144796,10.165599985385489,13.304544179780914
*,40716,UGC07543,62,4,6505,255,16,16.589,0.185,16.27,14.55,14.57,0.23,0.2,0.2,0.39,0.07,0.23,0.04,0.02,0.0,1.2,0.69,0.06,5,5,0,0,LEDA   40716,LEDA,186.64509,52.99293,ivo://CDS.VizieR/J/ApJ/902/145:table1:4749,6611,6679,1.018,34.83,0.29,34.82,0.28,0.46,34.83,0.29,0.46,34.83,0.29,0.45,34.86,0.31,0.57,2.406540180433955,-20.259999999999998,-19.918091361615506,34.4880913616155,78.9983958088917,92.4698173938222
*,40738,ESO573-022,76,3,1643,112,16,16.11,0.185,,,16.51,,,0.29,,,,,0.01,0.0,0.77,0.32,0.02,0,1,0,1,LEDA   40738,LEDA,186.68625,-22.01333,ivo://CDS.VizieR/J/ApJ/902/145:table1:4750,1412,1983,1.005,33.03,0.6,,,,,,,,,,33.03,0.6,0.66,2.0492180226701815,-16.52,-16.967257335379895,33.477257335379896,49.59654995654986,40.364539296760526
*,40772,NGC4419,77,3,-274,242,13,17.004,0.068,13.27,10.89,10.31,0.54,0.46,0.37,0.25,0.06,0.0,0.05,0.0,0.01,0.39,0.0,0.0,5,5,2,0,LEDA   40772,LEDA,186.73521,15.04741,ivo://CDS.VizieR/J/ApJ/902/145:table1:4753,-355,51,1.0,30.02,0.23,30.05,0.22,0.52,30.03,0.23,0.52,29.99,0.23,0.51,29.7,0.24,0.61,2.383815365980431,-19.71,-19.730425541647854,30.040425541647856,10.18791020124208,10.092528860766844
*,40801,NGC4423,86,3,1117,163,5,14.462,0.076,14.57,13.23,13.47,0.55,0.56,0.46,1.0,0.24,0.5,0.13,0.01,0.0,0.9,0.44,0.02,5,5,2,0,LEDA   40801,LEDA,186.78738,5.88022,ivo://CDS.VizieR/J/ApJ/902/145:table1:4756,993,1459,1.004,31.03,0.16,31.04,0.16,0.56,31.03,0.16,0.6,31.03,0.16,0.59,30.94,0.16,0.66,2.2121876044039577,-17.560000000000002,-18.31309099436987,31.78309099436987,22.7309820423875,16.06941253012878
*,40811,IC3365,69,3,2340,121,5,15.474,0.076,14.96,13.77,14.37,0.5,0.53,0.55,0.36,0.05,0.16,0.02,0.0,0.0,0.81,0.36,0.01,5,5,2,1,LEDA   40811,LEDA,186.79732,15.89647,ivo://CDS.VizieR/J/ApJ/902/145:table1:4758,2263,2663,1.007,31.01,0.21,31.01,0.2,0.56,31.01,0.21,0.6,31.01,0.21,0.59,30.94,0.21,0.66,2.0827853703164503,-16.64,-17.244462847137083,31.614462847137084,21.03258096588623,15.922087270511716
*,40820,PGC040820,58,4,6536,244,17,16.52,0.185,16.13,14.51,14.6,0.25,0.22,0.22,0.32,0.06,0.18,0.03,0.01,0.0,1.17,0.67,0.06,5,5,0,0,LEDA   40820,LEDA,186.80999,-2.03716,ivo://CDS.VizieR/J/ApJ/902/145:table1:4759,6377,6886,1.018,34.83,0.32,34.82,0.31,0.46,34.83,0.32,0.46,34.83,0.32,0.45,34.9,0.35,0.57,2.387389826338729,-20.229999999999997,-19.759944111995424,34.359944111995425,74.47128067048901,92.4698173938222
*,40839,IC3371,90,1,925,150,5,14.878,0.076,15.68,14.66,14.85,0.49,0.45,0.36,1.16,0.01,0.56,0.01,0.01,0.0,0.79,0.34,0.01,5,5,2,1,LEDA   40839,LEDA,186.84272,10.86678,ivo://CDS.VizieR/J/ApJ/902/145:table1:4760,824,1259,1.003,32.03,0.17,32.03,0.17,0.56,32.02,0.17,0.6,32.03,0.17,0.59,31.87,0.17,0.66,2.1760912590556813,-17.18,-18.015000540805378,32.865000540805376,37.41106814443366,25.46830252585042
*,40860,NGC4428,65,4,2976,332,10,14.487,0.076,,,11.91,,,0.3,,,,,0.02,0.0,1.18,0.64,0.06,0,5,0,1,LEDA   40860,LEDA,186.86793,-8.16789,ivo://CDS.VizieR/J/ApJ/902/145:table1:4762,2793,3327,1.009,32.94,0.2,,,,,,,,,,32.94,0.2,0.5,2.5211380837040362,-21.029999999999998,-20.86446254223557,32.77446254223557,35.883310942720904,38.72576449216169
*,40861,UGC07567,64,4,869,126,5,16.104,0.076,16.12,14.38,14.93,0.34,0.38,0.31,0.32,0.06,0.15,0.03,0.0,0.0,0.89,0.43,0.02,5,5,2,0,LEDA   40861,LEDA,186.87131,7.64349,ivo://CDS.VizieR/J/ApJ/902/145:table1:4763,753,1208,1.003,31.98,0.22,31.99,0.22,0.56,31.98,0.22,0.6,31.98,0.23,0.59,31.9,0.24,0.66,2.100370545117563,-17.05,-17.389684549830175,32.31968454983017,29.102943084025775,24.888573182823915
*,40894,NGC4433,73,3,2987,361,8,14.463,0.185,,,11.59,,,0.29,,,,,0.02,0.0,1.09,0.54,0.05,0,5,0,1,LEDA   40894,LEDA,186.91087,-8.27845,ivo://CDS.VizieR/J/ApJ/902/145:table1:4764,2803,3338,1.009,32.69,0.14,,,,,,,,,,32.69,0.14,0.49,2.5575072019056577,-21.099999999999998,-21.164805605663727,32.75480560566373,35.55994832025884,34.51437393358559
*,40933,UGC07579,87,2,2261,191,9,16.579,0.076,15.69,14.05,13.98,0.25,0.28,0.24,1.44,0.24,0.85,0.16,0.05,0.0,1.19,0.68,0.06,5,5,2,0,LEDA   40933,LEDA,186.98076,5.72125,ivo://CDS.VizieR/J/ApJ/902/145:table1:4767,2137,2603,1.007,32.26,0.2,32.26,0.2,0.56,32.25,0.2,0.58,32.25,0.2,0.58,32.32,0.21,0.65,2.2810333672477277,-18.279999999999998,-18.88163233765776,32.86163233765776,37.35308426173027,28.313919957993757
*,40944,ESO380-034,89,1,3041,145,12,14.957,0.217,,,15.56,,,0.68,,,,,0.03,0.01,0.83,0.38,0.03,0,3,0,0,LEDA   40944,LEDA,187.0025,-37.32972,ivo://CDS.VizieR/J/ApJ/902/145:table1:4768,2773,3345,1.009,32.22,0.36,,,,,,,,,,32.22,0.36,0.66,2.161368002234975,-16.659999999999997,-17.89341309860632,33.45341309860632,49.05492541383985,27.79713267759287
*,40987,NGC4445,85,2,363,234,18,17.564,0.076,14.64,12.51,12.22,0.61,0.57,0.49,1.24,0.18,0.7,0.11,0.06,0.0,1.21,0.67,0.07,5,5,2,1,LEDA   40987,LEDA,187.06657,9.4364,ivo://CDS.VizieR/J/ApJ/902/145:table1:4772,256,699,1.002,31.46,0.3,31.46,0.29,0.53,31.46,0.3,0.54,31.45,0.3,0.53,,,,2.369215857410143,-19.240000000000002,-19.609860035928484,31.829860035928483,23.225870872378046,19.58844673505991
*,40993,UGC07590,74,3,1119,171,5,14.555,0.076,14.74,13.73,14.07,0.29,0.25,0.25,0.55,0.08,0.29,0.04,0.01,0.0,0.99,0.52,0.03,5,4,2,1,LEDA   40993,LEDA,187.07822,8.72947,ivo://CDS.VizieR/J/ApJ/902/145:table1:4774,1009,1456,1.004,32.13,0.17,32.14,0.16,0.56,32.12,0.17,0.59,32.12,0.17,0.59,31.97,0.16,0.65,2.2329961103921536,-18.060000000000002,-18.48493157623966,32.55493157623966,32.432939746973865,26.668586645214834
*,41010,ESO322-017,71,5,3405,147,13,15.804,0.185,,,15.15,,,0.35,,,,,0.01,0.0,0.83,0.38,0.01,0,4,0,1,LEDA   41010,LEDA,187.10426,-38.48735,ivo://CDS.VizieR/J/ApJ/902/145:table1:4775,3135,3705,1.01,32.64,0.4,,,,,,,,,,32.64,0.4,0.66,2.167317334748176,-17.490000000000002,-17.942543812814503,33.092543812814505,41.544043331060905,33.72873086588689
*,41024,NGC4450,55,4,1954,300,6,15.721,0.076,11.55,9.73,9.51,1.97,1.02,0.94,0.13,0.03,0.0,0.01,0.0,0.0,0.52,0.0,0.0,5,5,1,0,LEDA   41024,LEDA,187.1233,17.08499,ivo://CDS.VizieR/J/ApJ/902/145:table1:4778,1884,2273,1.006,30.2,0.22,30.2,0.21,0.35,30.21,0.22,0.39,30.19,0.22,0.4,30.44,0.23,0.5,2.4771212547196626,-20.689999999999998,-20.500963235316153,30.010963235316154,10.050615228886489,10.964781961431845
*,41050,NGC4451,68,4,862,203,9,16.305,0.076,14.11,12.36,12.33,0.24,0.27,0.27,0.51,0.09,0.28,0.05,0.02,0.0,1.2,0.66,0.06,4,5,2,1,LEDA   41050,LEDA,187.16899,9.25892,ivo://CDS.VizieR/J/ApJ/902/145:table1:4779,754,1198,1.003,31.4,0.22,31.42,0.22,0.55,31.4,0.22,0.56,31.38,0.23,0.55,31.31,0.24,0.63,2.307496037913213,-19.07,-19.10016608186627,31.43016608186627,19.321160864166217,19.054607179632463
*,41061,IC3392,69,3,1679,172,11,17.297,0.076,14.1,11.96,11.69,0.52,0.53,0.47,0.51,0.07,0.27,0.04,0.03,0.0,1.16,0.61,0.06,4,4,2,1,LEDA   41061,LEDA,187.18032,14.99943,ivo://CDS.VizieR/J/ApJ/902/145:table1:4781,1599,2003,1.005,30.34,0.27,30.36,0.26,0.56,30.34,0.27,0.59,30.32,0.27,0.58,,,,2.2355284469075487,-18.65,-18.50584409060001,30.195844090600012,10.943816895576262,11.694993910198711
*,41066,NGC4455,78,3,644,116,5,13.831,0.076,13.63,12.51,13.08,0.65,0.67,0.61,0.56,0.09,0.25,0.04,0.01,0.0,0.82,0.37,0.01,5,5,1,1,LEDA   41066,LEDA,187.18385,22.82043,ivo://CDS.VizieR/J/ApJ/902/145:table1:4782,602,947,1.003,29.41,0.2,29.4,0.2,0.56,29.41,0.2,0.6,29.43,0.21,0.59,29.3,0.21,0.66,2.0644579892269186,-16.33,-17.093111864401415,30.173111864401413,10.829848290733539,7.62079010025412
*,41150,NGC4462,72,3,1792,378,17,15.197,0.185,,,11.01,,,0.55,,,,,0.02,0.0,1.11,0.56,0.05,0,5,0,1,LEDA   41150,LEDA,187.33805,-23.16667,ivo://CDS.VizieR/J/ApJ/902/145:table1:4790,1559,2129,1.006,32.29,0.22,,,,,,,,,,32.29,0.22,0.48,2.5774917998372255,-21.28,-21.32984219882147,32.33984219882147,29.374361803411183,28.70780582024689
*,41166,IC3414,53,4,535,90,6,15.773,0.076,14.61,13.27,13.62,0.38,0.39,0.44,0.22,0.04,0.11,0.02,0.01,0.0,0.99,0.52,0.03,5,4,2,1,LEDA   41166,LEDA,187.36988,6.77182,ivo://CDS.VizieR/J/ApJ/902/145:table1:4792,416,875,1.002,30.37,0.32,30.36,0.31,0.56,30.37,0.32,0.6,30.38,0.33,0.59,30.0,0.35,0.66,1.954242509439325,-16.75,-16.182931566570225,29.802931566570223,9.13242918580768,11.857687481671608
*,41170,NGC4466,78,3,757,167,5,16.486,0.076,15.03,13.53,13.67,0.31,0.34,0.33,0.77,0.12,0.44,0.07,0.03,0.0,1.14,0.64,0.05,5,5,2,0,LEDA   41170,LEDA,187.37737,7.69642,ivo://CDS.VizieR/J/ApJ/902/145:table1:4793,643,1095,1.003,31.64,0.16,31.65,0.16,0.56,31.64,0.16,0.6,31.63,0.17,0.59,31.49,0.16,0.66,2.2227164711475833,-17.97,-18.400040369239957,32.070040369239955,25.9422759023452,21.281390459827122
*,41184,PGC041184,65,4,5381,303,19,16.664,0.185,,,13.4,,,0.27,,,,,0.02,0.0,1.23,0.69,0.07,0,5,0,1,LEDA   41184,LEDA,187.40195,-8.4354,ivo://CDS.VizieR/J/ApJ/902/145:table1:4795,5198,5731,1.015,34.24,0.3,,,,,,,,,,34.24,0.3,0.53,2.481442628502305,-20.840000000000003,-20.536649958125917,33.93664995812592,61.281585306222176,70.46930689671474
