F,TFC,Xpos,Ypos,Vmag,e_Vmag,B-V,e_B-V,_RA,_DE
A,3301,930.034,997.052,23.160,0.181,0.634,0.219,78.50547,-65.42080
A,7069,942.142,979.151,20.906,0.025,0.242,0.034,78.50810,-65.42246
A,7082,939.577,990.869,22.291,0.078,0.623,0.128,78.50757,-65.42138
A,3325,939.330,1012.277,22.591,0.099,0.219,0.117,78.50758,-65.41941
A,6082,932.474,1007.324,20.887,0.022,0.348,0.030,78.50604,-65.41985
A,8677,948.480,1007.665,18.333,0.015,0.067,0.017,78.50959,-65.41984
A,8656,910.561,980.865,21.944,0.072,0.480,0.118,78.50111,-65.42227
A,6051,913.479,995.407,20.264,0.020,0.201,0.028,78.50180,-65.42093
A,8664,908.481,991.206,22.822,0.144,0.643,0.196,78.50068,-65.42131
A,3314,901.800,1004.049,22.083,0.067,0.390,0.092,78.49924,-65.42012
A,3298,916.621,1000.404,21.389,0.031,0.432,0.042,78.50251,-65.42047
A,6081,915.328,1011.128,22.293,0.055,1.000,0.134,78.50226,-65.41948
A,6080,920.482,1012.055,21.969,0.057,0.215,0.071,78.50340,-65.41940
A,3346,904.282,1019.346,22.755,0.112,0.524,0.167,78.49983,-65.41871
A,5991,1006.924,966.461,20.731,0.023,0.229,0.033,78.52242,-65.42371
A,7059,1000.986,969.145,18.447,0.015,0.012,0.020,78.52111,-65.42345
A,10694,998.152,977.926,21.209,0.198,0.323,0.273,78.52051,-65.42264
A,14500,1004.608,971.683,21.097,0.077,-0.099,0.112,78.52192,-65.42322
A,3258,1021.031,979.533,21.751,0.044,0.891,0.084,78.52559,-65.42252
A,3286,1005.777,989.766,21.260,0.034,0.332,0.043,78.52224,-65.42156
A,6023,1010.180,983.178,21.295,0.039,0.792,0.059,78.52319,-65.42217
A,6037,1014.468,988.989,21.674,0.044,0.650,0.071,78.52416,-65.42164
A,3270,986.910,987.357,21.494,0.036,0.630,0.058,78.51805,-65.42176
A,3271,984.075,990.392,21.898,0.050,0.783,0.076,78.51743,-65.42148
A,6029,992.190,985.755,21.343,0.039,0.595,0.063,78.51921,-65.42191
A,6053,983.437,996.544,20.501,0.022,0.125,0.029,78.51730,-65.42091
A,9610,995.267,975.201,17.347,0.019,0.740,0.024,78.51986,-65.42289
A,6041,999.171,991.272,21.085,0.030,0.377,0.049,78.52078,-65.42141
A,6042,996.337,994.276,21.418,0.034,0.386,0.056,78.52016,-65.42113
A,6073,995.492,1002.866,21.486,0.034,0.541,0.059,78.51999,-65.42034
A,3328,1006.583,1012.123,22.445,0.075,0.238,0.105,78.52248,-65.41950
A,6049,1017.758,995.000,20.095,0.022,0.801,0.034,78.52491,-65.42109
A,3351,1023.528,1021.569,21.308,0.051,0.805,0.134,78.52626,-65.41865
A,3352,1018.574,1022.506,21.080,0.033,0.641,0.090,78.52516,-65.41855
A,6083,999.417,1007.697,22.172,0.073,0.885,0.121,78.52088,-65.41990
A,3303,962.987,997.279,19.053,0.019,0.912,0.024,78.51278,-65.42082
A,3336,966.697,1013.487,21.620,0.052,0.426,0.069,78.51364,-65.41933
A,6107,954.838,1018.132,22.119,0.061,0.990,0.111,78.51103,-65.41888
A,7104,944.136,1011.830,21.705,0.071,0.674,0.089,78.50864,-65.41945
A,7026,854.710,941.562,21.075,0.035,0.522,0.049,78.48862,-65.42583
A,3194,855.267,958.054,21.284,0.034,0.549,0.053,78.48879,-65.42431
A,5941,869.024,944.702,21.772,0.045,0.608,0.077,78.49180,-65.42555
A,3187,841.679,954.552,22.486,0.055,0.725,0.109,78.48577,-65.42461
A,7039,848.846,947.658,20.350,0.016,0.161,0.023,78.48734,-65.42526
A,7049,829.384,953.627,21.578,0.037,0.401,0.061,78.48304,-65.42468
A,3255,839.373,977.634,20.844,0.020,0.217,0.028,78.48533,-65.42248
A,3256,836.784,983.145,19.211,0.011,0.181,0.015,78.48477,-65.42197
A,5992,847.996,967.655,22.031,0.060,0.612,0.084,78.48721,-65.42341
A,7067,834.747,978.534,20.405,0.022,0.313,0.028,78.48430,-65.42239
A,6006,867.330,973.236,20.952,0.022,0.300,0.029,78.49151,-65.42292
A,7058,864.404,965.345,19.646,0.015,0.049,0.019,78.49084,-65.42365
A,8658,873.444,984.718,19.720,0.016,0.178,0.023,78.49290,-65.42187
A,8659,874.010,988.198,21.090,0.042,0.574,0.064,78.49303,-65.42155
A,7092,839.546,997.702,21.308,0.039,0.320,0.056,78.48542,-65.42063
A,8674,848.965,1002.336,21.098,0.026,0.444,0.047,78.48753,-65.42022
A,8675,854.168,1002.452,21.956,0.037,1.180,0.102,78.48868,-65.42021
A,3232,818.783,973.696,18.885,0.011,0.993,0.015,78.48075,-65.42282
A,6015,811.446,976.571,21.723,0.038,0.438,0.057,78.47913,-65.42255
A,6036,814.549,988.361,21.753,0.036,0.384,0.059,78.47986,-65.42146
A,6039,820.481,994.997,21.684,0.062,0.334,0.072,78.48119,-65.42086
A,8655,823.067,979.878,20.518,0.019,0.259,0.029,78.48172,-65.42226
A,8663,821.720,989.472,21.388,0.038,0.836,0.064,78.48145,-65.42137
A,3249,798.416,976.970,22.375,0.070,0.553,0.113,78.47625,-65.42250
A,6027,806.651,984.603,23.226,0.165,0.820,0.246,78.47810,-65.42180
A,6040,791.619,990.106,22.959,0.133,1.080,0.220,78.47478,-65.42128
A,7072,800.697,981.408,21.751,0.055,0.316,0.071,78.47677,-65.42209
A,9302,796.959,984.796,20.428,0.024,0.258,0.035,78.47595,-65.42177
A,3305,794.748,997.863,21.123,0.032,0.496,0.048,78.47550,-65.42056
A,3285,827.222,991.417,20.322,0.024,0.245,0.030,78.48268,-65.42120
A,3317,818.178,1006.017,22.338,0.064,0.859,0.131,78.48071,-65.41984
A,9306,832.185,1004.025,16.723,0.012,1.280,0.013,78.48381,-65.42004
A,9612,825.174,993.925,20.404,0.029,0.343,0.040,78.48223,-65.42096
A,6116,825.985,1022.814,21.131,0.031,1.010,0.092,78.48250,-65.41830
A,10696,836.209,1008.121,19.322,0.026,0.214,0.068,78.48472,-65.41967
A,6090,811.756,1011.446,19.045,0.012,1.020,0.016,78.47931,-65.41933
A,6099,801.149,1014.419,19.815,0.014,0.114,0.020,78.47697,-65.41905
A,6105,792.914,1016.666,20.283,0.018,0.262,0.025,78.47515,-65.41883
A,9310,809.042,1020.066,17.836,0.011,-0.004,0.017,78.47873,-65.41853
A,6048,878.724,994.820,21.059,0.028,0.316,0.043,78.49410,-65.42094
A,8670,865.661,1005.300,17.114,0.014,1.470,0.016,78.49123,-65.41996
A,3344,882.506,1018.740,22.056,0.080,0.388,0.095,78.49501,-65.41874
A,6104,867.417,1016.604,21.889,0.043,1.090,0.078,78.49166,-65.41892
A,6115,876.599,1021.716,20.775,0.026,0.347,0.045,78.49371,-65.41846
A,8678,883.028,1012.256,22.828,0.100,0.852,0.181,78.49510,-65.41934
A,3345,884.744,1021.956,21.647,0.054,0.516,0.116,78.49551,-65.41845
A,6045,785.912,992.911,22.124,0.061,0.605,0.095,78.47353,-65.42101
A,6071,781.296,1002.667,21.884,0.038,0.235,0.074,78.47253,-65.42010
A,7101,769.687,1008.088,17.048,0.011,-0.018,0.015,78.46998,-65.41959
A,9616,766.188,1000.761,19.818,0.013,0.184,0.025,78.46918,-65.42026
A,6097,784.395,1013.644,22.777,0.078,1.040,0.172,78.47325,-65.41910
A,3319,763.204,1012.904,22.026,0.051,0.591,0.143,78.46856,-65.41914
A,6095,755.017,1012.854,21.586,0.043,0.325,0.059,78.46674,-65.41913
A,7100,759.879,1008.024,20.744,0.027,0.590,0.059,78.46780,-65.41958
A,7114,745.595,1018.779,21.582,0.035,0.567,0.055,78.46467,-65.41858
A,6113,762.000,1021.188,21.134,0.027,1.770,0.111,78.46831,-65.41837
A,2644,654.686,797.562,21.950,0.050,0.707,0.084,78.44384,-65.43886
A,2706,653.382,808.430,22.109,0.072,0.529,0.118,78.44358,-65.43786
A,2725,651.671,814.936,21.914,0.043,0.559,0.072,78.44322,-65.43726
A,5591,648.632,802.380,22.609,0.078,0.656,0.124,78.44251,-65.43841
A,2724,656.295,814.506,20.789,0.019,0.263,0.028,78.44425,-65.43730
A,2758,649.093,821.281,20.808,0.020,0.238,0.034,78.44267,-65.43667
A,2775,640.887,824.981,20.008,0.043,0.423,0.078,78.44086,-65.43632
A,2812,648.412,833.785,21.080,0.030,0.232,0.039,78.44256,-65.43551
A,2815,641.283,834.902,21.358,0.024,0.565,0.038,78.44098,-65.43540
A,6917,656.593,828.504,20.099,0.018,0.187,0.025,78.44436,-65.43601
A,14416,639.430,826.358,21.227,0.136,-0.521,0.140,78.44054,-65.43619
A,14424,641.869,839.312,22.253,0.064,0.439,0.091,78.44113,-65.43500
A,2757,626.539,821.206,18.340,0.009,1.630,0.015,78.43767,-65.43665
A,6914,633.263,824.531,20.083,0.015,0.115,0.023,78.43917,-65.43635
A,9595,619.548,837.147,18.613,0.010,1.090,0.036,78.43617,-65.43517
A,9596,618.364,838.562,20.243,0.123,0.079,0.147,78.43591,-65.43504
A,2776,638.335,827.977,19.759,0.012,0.044,0.024,78.44031,-65.43604
A,2840,624.834,842.779,19.113,0.009,0.041,0.012,78.43736,-65.43465
A,2833,664.506,840.840,22.727,0.097,0.734,0.156,78.44615,-65.43488
A,5683,646.871,839.977,18.850,0.007,0.860,0.013,78.44224,-65.43494
A,5707,650.763,848.329,20.779,0.019,0.359,0.031,78.44313,-65.43418
A,6925,656.359,836.042,21.862,0.059,0.545,0.085,78.44433,-65.43532
A,5710,660.058,849.392,21.181,0.035,0.348,0.049,78.44519,-65.43409
A,8563,650.769,852.510,22.159,0.073,0.219,0.108,78.44314,-65.43379
A,2922,626.086,868.948,22.152,0.065,0.362,0.084,78.43772,-65.43224
A,5705,638.335,847.847,21.551,0.030,0.383,0.045,78.44037,-65.43420
A,5736,632.768,859.270,21.749,0.049,0.599,0.078,78.43917,-65.43314
A,5737,630.013,861.130,22.913,0.111,0.452,0.173,78.43857,-65.43297
A,2940,639.926,872.926,21.524,0.036,0.274,0.058,78.44080,-65.43189
A,2941,636.845,873.381,21.211,0.035,0.115,0.049,78.44012,-65.43185
A,2942,638.342,878.626,19.303,0.010,0.023,0.016,78.44047,-65.43137
A,5747,639.846,864.122,20.305,0.020,0.169,0.031,78.44076,-65.43271
A,8574,633.832,867.362,21.943,0.036,0.406,0.066,78.43943,-65.43240
A,2837,606.787,845.186,20.517,0.018,0.263,0.023,78.43337,-65.43441
A,5689,602.891,841.534,20.183,0.014,0.162,0.022,78.43249,-65.43474
A,6916,615.017,828.452,22.210,0.057,0.865,0.094,78.43514,-65.43596
A,14426,600.033,840.895,21.995,0.053,0.367,0.101,78.43186,-65.43480
A,2877,606.078,854.201,21.632,0.036,0.573,0.055,78.43324,-65.43358
A,2913,604.974,864.573,21.841,0.041,0.506,0.065,78.43303,-65.43262
A,8576,603.618,868.251,22.652,0.085,0.935,0.190,78.43274,-65.43228
A,2882,577.596,858.404,21.676,0.037,0.456,0.056,78.42694,-65.43315
A,5721,587.049,853.497,22.209,0.062,0.909,0.100,78.42902,-65.43362
A,8570,585.155,861.425,21.050,0.025,0.483,0.047,78.42862,-65.43289
A,14434,584.051,864.775,22.080,0.058,0.435,0.091,78.42839,-65.43257
A,5744,590.380,862.344,22.628,0.064,0.569,0.123,78.42978,-65.43281
A,5785,581.363,881.362,21.589,0.042,0.430,0.059,78.42785,-65.43104
A,8572,595.249,864.095,21.662,0.032,0.541,0.053,78.43087,-65.43265
A,10418,590.856,873.649,20.644,0.329,-2.020,0.330,78.42993,-65.43177
A,11192,593.043,870.762,19.465,0.030,0.004,0.033,78.43040,-65.43203
A,11193,593.583,873.062,19.627,0.059,0.233,0.089,78.43053,-65.43182
A,14439,592.004,874.359,18.970,0.069,0.305,0.072,78.43018,-65.43170
A,5748,616.287,864.186,22.642,0.061,0.426,0.089,78.43553,-65.43267
A,5783,610.369,880.239,17.403,0.006,1.320,0.009,78.43427,-65.43118
A,10691,607.721,874.038,20.632,0.017,0.283,0.028,78.43367,-65.43175
A,2980,609.772,887.195,19.362,0.013,0.047,0.017,78.43416,-65.43054
A,5802,614.176,894.094,21.112,0.019,0.455,0.039,78.43516,-65.42991
A,8586,617.517,889.156,22.548,0.081,0.287,0.123,78.43588,-65.43037
A,2987,594.826,889.882,21.713,0.042,0.524,0.063,78.43086,-65.43027
A,8589,590.133,892.430,21.233,0.041,0.353,0.052,78.42983,-65.43003
A,9286,591.669,879.745,20.072,0.012,0.188,0.018,78.43013,-65.43120
A,2988,598.329,893.734,22.937,0.088,0.444,0.154,78.43165,-65.42992
A,3023,600.791,902.084,23.067,0.129,0.747,0.202,78.43222,-65.42916
A,5828,594.480,898.507,20.703,0.021,0.258,0.029,78.43081,-65.42948
A,2907,667.385,867.808,22.102,0.035,0.581,0.071,78.44687,-65.43240
A,2926,659.356,870.652,22.423,0.063,0.493,0.110,78.44510,-65.43213
A,2962,658.297,881.476,22.714,0.089,0.348,0.132,78.44490,-65.43113
A,2979,649.666,887.138,18.420,0.009,0.025,0.018,78.44300,-65.43060
A,2959,671.626,880.826,20.685,0.019,1.010,0.036,78.44785,-65.43121
A,2963,662.853,882.048,22.483,0.072,0.738,0.110,78.44591,-65.43108
A,2993,662.609,890.685,22.733,0.079,0.525,0.110,78.44588,-65.43028
A,5799,656.112,888.324,20.602,0.017,0.235,0.028,78.44444,-65.43049
A,8593,652.794,901.897,21.691,0.043,0.886,0.081,78.44374,-65.42924
A,5781,647.747,879.529,21.349,0.047,0.574,0.063,78.44256,-65.43129
A,5809,631.614,892.463,18.669,0.008,1.130,0.015,78.43902,-65.43008
A,5814,640.441,894.840,20.186,0.012,0.228,0.018,78.44098,-65.42987
A,14444,644.133,879.985,22.072,0.054,0.637,0.090,78.44176,-65.43125
A,8596,630.638,905.024,21.058,0.023,0.562,0.057,78.43884,-65.42892
A,3018,664.393,900.519,21.440,0.036,0.583,0.050,78.44631,-65.42938
A,3037,663.331,911.363,22.069,0.045,0.618,0.088,78.44611,-65.42838
A,5846,664.381,907.194,21.273,0.033,0.695,0.053,78.44633,-65.42876
A,5872,659.730,915.603,21.784,0.042,0.327,0.056,78.44532,-65.42798
A,3038,668.543,912.389,23.087,0.118,0.777,0.212,78.44727,-65.42829
A,3076,665.184,918.877,20.934,0.028,0.374,0.040,78.44654,-65.42769
A,3104,665.561,930.065,21.474,0.034,0.498,0.047,78.44666,-65.42666
A,3106,658.175,930.395,22.157,0.067,0.528,0.103,78.44503,-65.42662
A,3043,649.505,907.534,22.268,0.069,0.447,0.090,78.44303,-65.42871
A,3077,638.783,924.818,20.776,0.017,0.282,0.028,78.44071,-65.42711
A,5879,642.297,919.521,21.998,0.057,0.666,0.082,78.44147,-65.42760
A,8609,634.790,918.862,20.366,0.021,0.215,0.029,78.43981,-65.42765
A,8610,634.345,921.928,21.472,0.042,0.305,0.076,78.43972,-65.42737
A,3122,640.936,934.622,22.360,0.053,0.567,0.096,78.44122,-65.42621
A,3149,646.895,941.768,21.672,0.031,0.519,0.058,78.44256,-65.42555
A,5892,651.451,923.406,19.201,0.010,0.038,0.015,78.44351,-65.42725
A,5893,652.129,928.983,19.966,0.015,0.081,0.022,78.44368,-65.42674
A,5810,627.024,896.195,17.394,0.007,0.084,0.031,78.43801,-65.42973
A,3057,621.383,911.291,20.325,0.014,0.236,0.017,78.43681,-65.42833
A,5894,622.015,923.947,22.703,0.073,1.090,0.141,78.43699,-65.42717
A,7018,611.636,927.896,21.187,0.022,0.321,0.042,78.43470,-65.42679
A,3081,596.472,919.969,21.533,0.045,0.447,0.057,78.43132,-65.42750
A,3102,585.802,928.130,22.285,0.061,0.560,0.089,78.42898,-65.42674
A,7022,589.718,932.395,21.592,0.042,0.433,0.058,78.42986,-65.42635
A,3108,605.501,930.778,19.921,0.013,0.078,0.021,78.43335,-65.42652
A,9293,624.480,942.481,20.906,0.034,0.290,0.045,78.43760,-65.42546
A,3173,628.788,950.404,21.967,0.050,0.596,0.068,78.43858,-65.42474
A,3174,631.854,954.571,21.235,0.030,1.610,0.054,78.43927,-65.42436
A,5937,621.887,945.622,19.006,0.010,0.972,0.014,78.43703,-65.42517
A,7044,620.790,952.452,22.400,0.064,0.731,0.110,78.43681,-65.42454
A,3155,610.597,943.056,22.144,0.048,0.514,0.081,78.43452,-65.42539
A,3184,600.954,953.658,20.446,0.017,0.132,0.029,78.43242,-65.42440
A,7033,607.771,944.967,21.268,0.023,0.332,0.035,78.43390,-65.42521
A,7054,596.830,959.400,20.943,0.036,0.460,0.058,78.43152,-65.42387
A,3222,595.108,969.021,20.399,0.019,0.251,0.031,78.43117,-65.42298
A,7052,611.336,957.261,19.922,0.014,0.070,0.021,78.43473,-65.42408
A,2973,554.640,885.589,20.657,0.016,0.265,0.029,78.42194,-65.43062
A,5767,572.675,873.329,20.108,0.013,0.125,0.021,78.42589,-65.43177
A,2981,565.441,887.805,22.283,0.121,0.748,0.170,78.42434,-65.43043
A,6978,559.291,884.133,21.420,0.056,0.581,0.081,78.42296,-65.43076
A,3054,538.645,916.007,21.411,0.032,0.493,0.045,78.41849,-65.42779
A,6993,537.522,911.056,20.835,0.026,0.268,0.044,78.41822,-65.42825
A,11383,552.527,903.131,20.481,0.086,-0.056,0.105,78.42152,-65.42900
A,11570,554.873,902.304,20.454,0.027,0.353,0.036,78.42204,-65.42908
A,3047,561.364,908.396,22.960,0.094,0.982,0.204,78.42350,-65.42852
A,5805,576.814,891.551,18.931,0.012,0.251,0.044,78.42687,-65.43010
A,3069,581.357,917.359,21.377,0.034,0.466,0.045,78.42796,-65.42772
A,5854,571.415,911.446,20.416,0.018,0.191,0.027,78.42574,-65.42826
A,5889,568.502,928.313,17.488,0.006,0.008,0.011,78.42515,-65.42670
A,8613,569.855,922.840,19.979,0.020,0.204,0.026,78.42543,-65.42720
A,3083,556.451,920.886,21.462,0.034,0.666,0.052,78.42245,-65.42737
A,5858,546.065,912.893,20.686,0.020,0.250,0.028,78.42012,-65.42809
A,10061,548.006,926.219,22.525,0.084,0.311,0.111,78.42060,-65.42686
A,5909,543.870,933.427,18.489,0.009,0.005,0.016,78.41970,-65.42619
A,5910,541.933,937.516,17.379,0.005,0.008,0.010,78.41929,-65.42581
A,5920,559.331,936.468,22.056,0.053,0.426,0.072,78.42314,-65.42593
A,7029,548.201,943.891,22.197,0.064,0.774,0.135,78.42070,-65.42523
A,8624,547.166,933.632,21.173,0.034,-0.042,0.072,78.42043,-65.42618
A,9292,541.892,941.649,20.975,0.071,0.254,0.108,78.41929,-65.42543
A,7002,514.088,914.732,21.911,0.043,0.390,0.062,78.41304,-65.42788
A,8590,531.477,894.391,22.214,0.055,0.340,0.081,78.41683,-65.42978
A,3055,528.306,917.966,19.825,0.012,0.057,0.016,78.41620,-65.42760
A,3084,513.717,921.006,19.478,0.013,0.086,0.021,78.41298,-65.42730
A,6999,526.161,914.232,21.730,0.039,0.621,0.057,78.41572,-65.42794
A,7000,521.953,917.209,19.705,0.020,-0.019,0.026,78.41479,-65.42766
A,7001,519.818,917.797,20.801,0.046,0.166,0.057,78.41432,-65.42760
A,7006,533.123,916.956,21.844,0.062,0.200,0.077,78.41727,-65.42770
A,3067,505.774,915.953,22.474,0.082,0.424,0.107,78.41120,-65.42775
A,3075,498.721,918.242,22.301,0.061,0.350,0.079,78.40965,-65.42753
A,7015,495.880,926.786,21.722,0.055,0.093,0.145,78.40905,-65.42674
A,7016,496.501,929.272,20.295,0.015,0.276,0.039,78.40919,-65.42651
A,3151,495.924,942.056,21.606,0.047,0.456,0.071,78.40911,-65.42534
A,5928,505.916,939.216,22.563,0.098,0.720,0.167,78.41131,-65.42561
A,3105,525.755,930.195,18.503,0.008,0.882,0.011,78.41568,-65.42647
A,5911,532.682,934.432,21.232,0.033,0.546,0.045,78.41723,-65.42609
A,8638,525.252,944.712,20.913,0.029,0.061,0.039,78.41561,-65.42513
A,10291,522.185,946.431,19.781,0.014,0.065,0.022,78.41494,-65.42497
A,5956,528.506,952.617,19.130,0.009,0.133,0.016,78.41636,-65.42440
A,5989,521.831,964.670,18.458,0.007,0.094,0.015,78.41492,-65.42328
A,7030,531.035,945.943,21.670,0.040,0.320,0.057,78.41690,-65.42502
A,8639,520.964,954.263,16.677,0.007,1.220,0.011,78.41469,-65.42424
A,9291,538.342,938.599,18.966,0.011,0.824,0.018,78.41849,-65.42571
A,9605,520.253,951.214,18.888,0.022,0.000,0.029,78.41453,-65.42452
A,3169,504.816,949.547,19.766,0.012,0.908,0.016,78.41110,-65.42466
A,3191,496.894,956.405,19.160,0.007,-0.013,0.013,78.40937,-65.42401
A,5918,515.634,936.377,18.913,0.009,-0.010,0.023,78.41345,-65.42588
A,14488,502.426,954.043,22.046,0.050,0.518,0.082,78.41059,-65.42424
A,3204,500.534,963.764,21.661,0.034,0.603,0.059,78.41020,-65.42334
A,8649,504.844,962.388,20.869,0.024,0.249,0.034,78.41115,-65.42347
A,8651,507.000,970.416,22.948,0.106,0.668,0.181,78.41165,-65.42273
A,3130,576.489,936.017,22.346,0.067,0.233,0.107,78.42694,-65.42600
A,5930,570.766,941.300,19.292,0.010,0.070,0.016,78.42569,-65.42550
A,3206,569.193,963.803,21.529,0.041,0.585,0.064,78.42541,-65.42342
A,5940,580.774,947.341,21.008,0.031,0.334,0.039,78.42793,-65.42496
A,5976,577.090,959.027,19.745,0.012,0.071,0.017,78.42715,-65.42387
A,8637,580.997,944.191,21.689,0.049,0.578,0.069,78.42797,-65.42525
A,3171,560.733,950.234,22.138,0.047,0.493,0.070,78.42349,-65.42466
A,5977,548.339,959.200,22.357,0.081,0.925,0.155,78.42078,-65.42382
A,3201,557.026,961.440,21.288,0.027,0.838,0.043,78.42271,-65.42363
A,3210,563.150,965.145,22.521,0.076,0.689,0.118,78.42408,-65.42329
A,3211,564.798,968.230,22.471,0.075,0.697,0.127,78.42445,-65.42301
A,5957,565.356,953.259,21.881,0.071,0.567,0.112,78.42453,-65.42439
A,8652,548.829,974.043,22.486,0.073,0.513,0.109,78.42093,-65.42245
A,3230,580.476,973.262,22.407,0.064,0.677,0.099,78.42794,-65.42257
A,3231,575.350,974.649,22.813,0.098,0.504,0.136,78.42681,-65.42243
A,5961,589.703,954.018,20.525,0.024,0.356,0.029,78.42993,-65.42435
A,3280,587.000,988.735,21.377,0.029,0.510,0.049,78.42944,-65.42115
A,7063,593.611,972.701,21.265,0.033,0.509,0.051,78.43085,-65.42264
A,7064,590.403,974.158,22.055,0.052,0.219,0.075,78.43015,-65.42250
A,7068,594.548,978.999,21.169,0.037,0.595,0.056,78.43108,-65.42206
A,7080,575.896,990.840,20.287,0.023,0.255,0.032,78.42698,-65.42094
A,9303,573.679,989.140,20.996,0.030,0.253,0.045,78.42649,-65.42109
A,3238,566.227,974.565,22.800,0.082,1.200,0.166,78.42479,-65.42243
A,3290,555.003,990.947,21.422,0.025,0.523,0.039,78.42235,-65.42090
A,6038,570.333,989.021,21.213,0.034,0.487,0.055,78.42575,-65.42110
A,6065,554.896,1001.756,21.950,0.047,0.540,0.076,78.42237,-65.41991
A,7083,565.159,991.072,19.857,0.016,0.119,0.024,78.42461,-65.42090
A,3195,535.936,958.540,21.846,0.042,0.510,0.079,78.41803,-65.42387
A,3223,526.997,969.982,22.050,0.053,0.675,0.089,78.41608,-65.42280
A,3224,529.339,975.366,20.280,0.017,0.804,0.029,78.41662,-65.42231
A,3289,528.438,990.759,22.562,0.073,0.554,0.125,78.41647,-65.42089
A,6012,534.203,974.442,19.451,0.047,0.168,0.068,78.41769,-65.42240
A,6024,528.365,984.006,21.121,0.025,0.272,0.038,78.41643,-65.42151
A,6028,535.332,985.099,19.683,0.012,0.075,0.017,78.41798,-65.42142
A,9301,532.635,979.429,21.269,0.041,0.356,0.057,78.41736,-65.42194
A,14503,533.983,976.157,21.484,0.098,-2.660,0.110,78.41765,-65.42224
A,6025,508.461,984.094,18.281,0.008,0.889,0.011,78.41202,-65.42148
A,6063,517.527,1000.807,22.230,0.067,0.695,0.098,78.41408,-65.41995
A,6062,547.625,999.937,22.250,0.051,0.677,0.089,78.42075,-65.42006
A,3326,546.593,1011.926,22.663,0.079,0.457,0.139,78.42056,-65.41896
A,3342,533.500,1017.759,21.405,0.028,0.376,0.044,78.41768,-65.41840
A,3320,511.635,1009.515,19.752,0.013,0.057,0.017,78.41281,-65.41914
A,6102,514.615,1015.259,22.983,0.116,1.180,0.243,78.41348,-65.41861
A,3349,522.533,1020.145,22.854,0.105,0.513,0.154,78.41525,-65.41817
A,3100,673.958,927.178,18.458,0.008,-0.007,0.013,78.44851,-65.42693
A,3132,668.360,937.104,22.462,0.072,0.253,0.104,78.44730,-65.42601
A,5927,662.972,938.957,21.839,0.045,0.564,0.065,78.44612,-65.42583
A,7038,663.538,947.524,20.914,0.022,0.281,0.033,78.44627,-65.42504
A,8621,675.451,930.784,19.450,0.019,0.981,0.030,78.44886,-65.42660
A,3147,681.584,941.386,20.515,0.017,0.321,0.025,78.45025,-65.42563
A,5959,669.691,955.123,21.645,0.048,0.259,0.059,78.44766,-65.42435
A,9607,666.378,953.347,20.126,0.016,0.135,0.025,78.44692,-65.42451
A,14491,667.049,956.384,21.942,0.077,0.654,0.112,78.44707,-65.42423
A,3165,655.387,948.432,19.904,0.012,0.105,0.022,78.44446,-65.42495
A,3183,645.108,958.490,21.737,0.045,0.438,0.069,78.44222,-65.42401
A,7028,651.611,942.740,22.607,0.086,0.814,0.144,78.44361,-65.42547
A,7046,656.545,952.838,20.304,0.018,0.119,0.025,78.44474,-65.42455
A,7048,642.120,953.555,20.720,0.022,0.344,0.032,78.44154,-65.42446
A,8642,650.561,949.978,20.726,0.021,0.174,0.034,78.44340,-65.42480
A,5978,656.358,959.993,22.196,0.056,0.562,0.098,78.44472,-65.42389
