2MASX,Jtot,Jlogr,n,Htot,Hlogr,Ktot,Klogr,6dFGS,No,p,RAJ2000,DEJ2000,cz,JlogRe,HlogRe,KlogRe,JlogIe,HlogIe,KlogIe,logVd,Mt,Group,Nr,Ng,cz.gr,d5,sD5,Js,Hs,Ks
J00142140-8354434,12.910,0.614,5.44,12.263,0.539,12.047,0.412,g0014219-835443,1,,0.23942,-83.91192,15656,0.467,0.392,0.265,3.055,3.300,3.543,2.331,2.0,,,,,,,1,1,1
J00142866-1918187,13.754,0.232,5.51,13.040,0.252,12.846,0.181,g0014288-191819,1,p,0.24133,-19.30533,15569,0.083,0.103,0.032,3.442,3.539,3.668,2.179,0.5,,,,,,,0,0,0
J00143673-5857425,13.806,0.237,4.83,13.033,0.247,12.818,0.202,g0014368-585743,1,p,0.24354,-58.96181,9059,-0.136,-0.126,-0.171,3.365,3.512,3.628,2.235,0.8,,,,,,,0,0,0
J00144279-6019425,10.790,1.306,4.63,10.016,1.321,10.021,1.254,g0014428-601942,1,p,0.24523,-60.32841,4450,0.632,0.647,0.580,2.405,2.544,2.638,2.085,4.0,,,,,16.3147,0.0056,1,1,1
J00144455-0720423,9.649,1.133,5.05,8.971,1.118,8.669,1.136,g0014446-072042,1,p,0.24571,-7.34508,5140,0.520,0.505,0.523,3.218,3.376,3.418,2.442,1.8,,,,,,,1,1,1
J00151200-4328236,13.388,0.465,2.50,12.744,0.429,12.314,0.510,g0015120-432824,1,p,0.25334,-43.47325,15873,0.324,0.288,0.369,3.120,3.302,3.222,2.294,2.2,,,,,5.3019,0.0596,1,1,1
J00151647-5714412,11.903,0.808,5.87,11.350,0.721,11.021,0.753,g0015165-571441,1,p,0.25457,-57.24475,9649,0.461,0.374,0.406,2.988,3.240,3.246,2.191,4.0,,,,,1.3042,0.9547,1,1,1
J00151909-6144405,12.955,0.236,4.69,12.213,0.237,12.021,0.187,g0015191-614441,1,p,0.25529,-61.74461,8746,-0.152,-0.151,-0.201,3.706,3.858,3.977,2.343,1.5,,,,,5.6379,0.0589,1,1,1
J00153409-0303380,13.605,0.214,4.11,13.017,0.105,12.781,0.194,g0015341-030338,1,p,0.25947,-3.06061,6454,-0.302,-0.411,-0.322,3.481,3.791,3.659,2.053,2.0,,,,,,,1,0,0
J00154397-3301502,11.476,0.910,3.86,10.729,0.933,10.476,0.931,g0015440-330150,1,p,0.26222,-33.03064,7193,0.440,0.463,0.461,2.941,3.051,3.106,2.140,3.3,,,,,4.2878,0.0817,1,1,1
J00154647-5913412,12.037,0.591,4.21,11.184,0.677,10.912,0.649,g0015465-591341,1,p,0.26292,-59.22808,9121,0.226,0.312,0.284,3.366,3.392,3.497,2.307,0.3,619,3,1,9235,3.7842,0.1039,1,1,1
J00155824-0018130,12.110,1.120,6.00,11.307,1.164,11.244,1.037,g0015582-001813,1,p,0.26618,-0.30356,11458,0.845,0.889,0.762,2.299,2.386,2.593,2.234,4.0,,,,,6.1514,0.0372,0,0,1
J00161975-1121387,12.624,0.583,6.00,11.820,0.649,11.753,0.484,g0016197-112139,1,p,0.27215,-11.36081,6617,0.078,0.144,-0.021,3.137,3.183,3.491,2.070,1.5,,,,,3.8697,0.1042,0,0,0
J00163552-0253000,13.653,0.297,4.03,12.956,0.319,12.865,0.184,g0016355-025300,1,,0.27654,-2.88342,11641,0.028,0.050,-0.085,3.332,3.419,3.652,2.179,2.5,,,,,,,0,0,0
J00164244-7725081,13.040,0.369,4.95,12.421,0.281,11.999,0.325,g0016425-772508,1,p,0.27848,-77.41895,16216,0.236,0.148,0.192,3.467,3.738,3.724,2.357,3.2,,,,,3.1471,0.2143,0,0,0
J00164562-4158427,13.151,0.530,6.00,12.544,0.431,12.234,0.396,g0016457-415843,1,p,0.27935,-41.97850,15776,0.386,0.287,0.252,3.085,3.378,3.482,2.201,0.5,,,,,3.1894,0.1647,1,1,1
J00164573-0823503,13.251,0.516,5.84,12.766,0.368,12.381,0.390,g0016458-082350,1,p,0.27937,-8.39731,10419,0.201,0.053,0.075,3.047,3.390,3.433,2.213,0.5,,,,,6.6387,0.0393,1,1,1
J00170287-0940473,12.654,0.481,4.26,11.889,0.555,11.774,0.465,g0017029-094047,1,p,0.28414,-9.67972,6344,-0.041,0.033,-0.057,3.331,3.344,3.521,2.064,2.8,370,1,3,6356,3.4099,0.1397,1,1,1
J00170354-4337271,12.747,0.539,3.80,12.056,0.509,11.779,0.468,g0017036-433727,1,p,0.28433,-43.62422,10927,0.244,0.214,0.173,3.196,3.389,3.514,2.172,2.7,,,,,5.1308,0.0817,1,1,1
J00170541-1329138,11.426,0.878,3.00,10.765,0.861,10.556,0.862,g0017054-132914,1,p,0.28484,-13.48711,6082,0.337,0.320,0.321,3.022,3.178,3.212,2.111,3.0,,,,,4.2404,0.0783,1,1,1
J00170631-0436370,11.319,0.661,4.13,10.632,0.657,10.372,0.646,g0017063-043637,1,p,0.28508,-4.61031,5767,0.097,0.093,0.082,3.496,3.636,3.717,2.281,3.5,,,,,4.3326,0.0815,1,1,1
J00170713-3431001,12.306,0.583,4.36,11.573,0.625,11.706,0.341,g0017071-343100,1,,0.28531,-34.51675,15114,0.422,0.464,0.180,3.315,3.376,3.803,2.296,0.0,,,,,3.1371,0.1484,1,1,1
J00170743-5939400,12.727,0.459,6.00,12.133,0.345,11.949,0.278,g0017075-593940,1,p,0.28541,-59.66106,8734,0.070,-0.044,-0.111,3.352,3.674,3.824,2.320,0.8,,,,,3.8539,0.1011,1,1,1
J00170970-0342489,11.696,0.869,4.26,11.000,0.855,10.695,0.852,g0017097-034249,1,p,0.28603,-3.71367,10653,0.563,0.549,0.546,2.961,3.121,3.182,2.266,2.0,,,,,4.6895,0.0629,1,1,1
J00172304-6251043,12.805,0.829,3.79,12.482,0.623,11.894,0.789,g0017231-625104,1,,0.28974,-62.85120,14659,0.655,0.449,0.615,2.620,3.014,2.831,2.107,3.5,,,,,23.1599,0.0027,1,1,1
J00172667-0931576,12.459,0.642,5.60,11.819,0.561,11.756,0.445,g0017267-093158,1,p,0.29074,-9.53269,6404,0.120,0.039,-0.077,3.087,3.360,3.569,2.110,1.0,370,1,3,6356,3.8733,0.1083,1,1,1
J00173165-6352503,13.594,0.272,4.18,12.831,0.356,12.590,0.292,g0017317-635250,1,,0.29214,-63.88058,12506,0.033,0.117,0.053,3.405,3.396,3.545,2.091,1.8,,,,,10.2389,0.0292,1,1,0
J00173479-0420161,13.322,0.271,3.29,12.621,0.249,12.290,0.273,g0017348-042016,1,p,0.29300,-4.33781,11703,0.004,-0.018,0.006,3.515,3.692,3.704,2.353,1.0,,,,,5.3162,0.0517,1,1,1
J00175373-0839124,13.309,0.492,2.79,12.702,0.441,12.378,0.466,g0017537-083912,2,p,0.29826,-8.65344,10300,0.172,0.121,0.146,3.071,3.269,3.282,2.231,2.7,,,,,7.5030,0.0307,1,1,1
J00175935-0916194,11.825,0.662,2.25,11.162,0.627,10.879,0.625,g0017594-091620,1,p,0.29983,-9.27208,6644,0.140,0.105,0.103,3.301,3.491,3.560,2.239,2.5,370,1,3,6356,4.2918,0.0864,1,1,1
J00180471-3352284,11.317,0.852,6.00,10.633,0.827,10.336,0.860,g0018047-335229,1,p,0.30131,-33.87461,7287,0.387,0.362,0.395,3.121,3.302,3.304,2.259,3.5,,,,,4.2243,0.0762,1,1,1
J00181320-5149508,13.804,0.476,1.91,12.865,0.548,12.616,0.523,g0018132-514951,1,,0.30366,-51.83078,14957,0.310,0.382,0.357,2.928,3.012,3.075,2.063,2.0,,,,,6.6092,0.0444,0,0,0
J00182364-0518220,12.710,0.657,5.34,12.007,0.630,11.468,0.844,g0018237-051822,1,,0.30657,-5.30611,10325,0.338,0.311,0.525,2.978,3.167,2.888,2.101,2.7,,,,,7.2427,0.0286,1,1,1
J00183897-1519200,10.964,1.046,6.00,10.236,1.050,9.895,1.087,g0018390-151920,1,p,0.31083,-15.32231,7346,0.585,0.589,0.626,2.876,3.016,3.027,2.256,4.0,,,,,5.7759,0.0415,1,1,1
J00183901-5425163,12.402,0.687,4.21,11.704,0.666,11.382,0.677,g0018390-542516,1,p,0.31084,-54.42120,10144,0.361,0.340,0.351,3.036,3.212,3.255,2.209,2.8,,,,,3.9619,0.0948,1,1,1
J00184523-2221327,13.656,0.284,2.96,12.983,0.292,12.761,0.180,g0018452-222133,1,p,0.31256,-22.35911,7036,-0.195,-0.187,-0.299,3.321,3.431,3.694,2.242,1.0,,,,,,,0,0,0
J00184850-1514500,12.575,0.675,6.00,11.698,0.774,11.420,0.804,g0018485-151450,1,p,0.31347,-15.24719,7376,0.215,0.314,0.344,2.973,2.983,2.983,2.254,1.8,,,,,4.3442,0.0760,1,1,1
J00185071-0827314,11.365,1.046,6.00,10.596,1.061,10.297,1.083,g0018507-082731,2,p,0.31408,-8.45869,6433,0.529,0.544,0.566,2.714,2.848,2.875,2.150,3.7,,,,,4.8855,0.0725,1,1,1
J00185248-3740239,13.292,0.318,4.59,12.469,0.448,12.383,0.283,g0018525-374024,1,p,0.31458,-37.67339,13209,0.101,0.231,0.066,3.438,3.360,3.646,2.275,2.0,,,,,10.0661,0.0181,1,1,1
J00185505-0316339,11.033,0.864,5.86,10.324,0.851,10.082,0.832,g0018550-031634,1,p,0.31529,-3.27608,5826,0.303,0.290,0.271,3.205,3.372,3.462,2.341,2.0,307,1,1,5808,5.0494,0.0612,1,1,1
J00190813-2211201,13.175,0.447,6.00,12.482,0.440,12.132,0.404,g0019081-221120,1,,0.31892,-22.18889,15759,0.303,0.296,0.260,3.244,3.387,3.508,2.311,0.0,,,,,5.2524,0.0577,1,1,1
J00191428-2246441,12.572,0.748,6.00,12.119,0.594,11.628,0.725,g0019143-224644,1,p,0.32063,-22.77897,7337,0.286,0.132,0.263,2.829,3.175,3.058,2.045,3.0,,,,,4.6477,0.0715,0,0,0
J00192381-2120441,13.900,0.498,2.73,13.142,0.463,13.005,0.443,g0019239-212043,1,p,0.32329,-21.34531,15547,0.348,0.313,0.293,2.851,3.075,3.080,2.264,2.0,,,,,,,0,0,0
J00192835-5221370,12.005,0.759,6.00,11.232,0.790,11.066,0.713,g0019284-522137,1,p,0.32455,-52.36022,9953,0.425,0.456,0.379,3.049,3.152,3.309,2.273,0.7,,,,,4.1193,0.0987,1,1,1
J00193649-6141273,12.497,0.598,4.23,11.977,0.510,11.619,0.507,g0019365-614127,1,p,0.32679,-61.69092,10995,0.306,0.218,0.215,3.180,3.419,3.500,2.250,2.3,,,,,6.1891,0.0478,1,1,1
J00194264-4148397,13.018,0.555,4.12,12.391,0.526,12.204,0.399,g0019426-414840,1,p,0.32851,-41.81100,15806,0.413,0.384,0.257,3.088,3.249,3.488,2.344,1.0,1505,10,2,15837,1.8563,0.4862,1,1,1
J00194744-5115098,12.236,0.449,4.98,11.555,0.451,11.247,0.453,g0019475-511510,1,p,0.32985,-51.25267,6350,-0.074,-0.072,-0.070,3.556,3.682,3.754,2.244,2.0,,,,,6.7227,0.0363,1,1,1
J00200284-0403062,12.613,0.886,4.58,11.865,0.861,11.690,0.858,g0020028-040306,1,p,0.33412,-4.05172,11584,0.615,0.590,0.587,2.565,2.768,2.773,2.210,4.0,,,,,5.1467,0.0536,1,1,1
J00201118-0324022,11.775,0.859,3.90,11.071,0.863,10.723,0.870,g0020112-032402,1,p,0.33644,-3.40058,11613,0.589,0.593,0.600,2.957,3.083,3.136,2.303,1.5,,,,,4.6916,0.0730,1,1,1
J00201271-2159203,13.795,0.326,4.32,13.219,0.248,12.473,0.547,g0020127-215921,1,,0.33686,-21.98906,15849,0.184,0.106,0.405,3.239,3.476,3.086,2.153,1.8,,,,,4.0283,0.1022,0,0,1
J00201281-4940326,12.494,0.640,5.48,11.740,0.658,11.471,0.599,g0020128-494032,1,p,0.33689,-49.67567,12848,0.412,0.430,0.371,3.111,3.230,3.379,2.352,2.2,,,,,12.1476,0.0125,1,1,1
J00202649-0206429,13.423,0.232,3.59,12.776,0.153,12.459,0.205,g0020265-020643,1,p,0.34070,-2.11189,11552,-0.040,-0.119,-0.067,3.550,3.820,3.771,2.334,0.0,,,,,3.4996,0.1287,1,1,1
J00202806-4956319,12.542,0.533,4.13,11.772,0.538,11.525,0.491,g0020281-495632,1,p,0.34113,-49.94222,9791,0.192,0.197,0.150,3.286,3.440,3.569,2.236,2.2,,,,,4.0694,0.1118,1,1,1
J00203733-1317189,13.308,0.565,3.39,12.614,0.528,12.105,0.535,g0020374-131719,1,,0.34371,-13.28867,16097,0.429,0.392,0.399,2.961,3.163,3.259,2.229,2.8,,,,,7.5631,0.0309,1,1,1
J00204041-7355233,13.714,0.356,2.30,13.114,0.316,12.709,0.312,g0020403-735523,1,p,0.34454,-73.92308,14636,0.181,0.141,0.137,3.208,3.379,3.462,2.055,1.0,,,,,12.3199,0.0144,0,0,0
J00204192-0425589,11.473,0.863,4.05,10.792,0.838,10.535,0.811,g0020419-042559,1,p,0.34498,-4.43306,5798,0.302,0.277,0.250,3.030,3.209,3.322,2.173,2.2,,,,,3.9267,0.0890,1,1,1
J00213472-0407193,13.331,0.280,4.66,12.438,0.403,12.231,0.335,g0021347-040719,1,p,0.35964,-4.12197,11465,0.005,0.128,0.060,3.490,3.455,3.602,2.354,0.5,,,,,4.9852,0.0588,1,1,1
J00214374-6142399,12.147,0.864,2.07,11.422,0.814,11.073,0.823,g0021438-614240,1,p,0.36216,-61.71114,9916,0.529,0.479,0.488,2.781,3.027,3.086,2.045,3.0,,,,,5.1803,0.0674,0,0,0
J00214625-1144111,13.060,0.497,6.00,12.320,0.513,11.829,0.573,g0021463-114411,1,p,0.36285,-11.73644,14145,0.308,0.324,0.384,3.183,3.299,3.291,2.378,1.5,,,,,12.4636,0.0093,1,1,1
J00215117-0135273,12.857,0.473,6.00,12.223,0.400,11.994,0.291,g0021512-013527,1,p,0.36422,-1.59092,11402,0.196,0.123,0.014,3.297,3.549,3.787,2.167,0.5,,,,,3.7519,0.1057,1,1,1
J00215303-1926257,13.048,0.330,3.74,12.410,0.284,12.133,0.335,g0021530-192626,1,,0.36473,-19.44050,6789,-0.165,-0.211,-0.160,3.470,3.675,3.634,2.225,0.5,,,,,4.8425,0.0714,1,1,1
J00222069-7609509,13.545,0.343,6.00,12.893,0.255,12.397,0.372,g0022208-760951,1,,0.37244,-76.16402,14290,0.159,0.071,0.188,3.308,3.592,3.470,2.191,3.0,,,,,10.4598,0.0162,1,0,1
J00223386-0829109,11.910,0.685,3.43,11.196,0.672,10.999,0.627,g0022339-082911,1,p,0.37608,-8.48639,5356,0.090,0.077,0.032,3.212,3.380,3.505,2.088,2.0,,,,,4.6667,0.0821,1,1,1
J00223541-0620269,13.237,0.550,5.44,12.612,0.547,12.431,0.481,g0022354-062027,1,p,0.37650,-6.34083,12158,0.299,0.296,0.230,2.995,3.103,3.233,2.237,1.8,,,,,7.1905,0.0308,1,1,1
J00223951-5713001,13.718,0.106,2.36,13.100,0.122,12.501,0.307,g0022395-571300,1,,0.37763,-57.21675,10101,-0.213,-0.197,-0.012,3.671,3.742,3.547,2.220,2.0,802,2,3,10310,2.9264,0.1770,0,0,1
J00225090-4245084,13.210,0.564,4.01,12.461,0.602,12.440,0.438,g0022509-424509,1,p,0.38080,-42.75242,10566,0.255,0.293,0.129,2.960,3.039,3.310,2.240,0.5,,,,,6.7609,0.0359,1,1,1
J00225295-1432039,11.628,0.703,6.00,10.829,0.785,10.700,0.675,g0022530-143204,1,p,0.38138,-14.53436,6147,0.166,0.248,0.138,3.291,3.304,3.528,2.278,1.5,,,,,4.9372,0.0578,1,1,1
J00225812-4232045,13.297,0.502,5.19,12.950,0.239,12.480,0.340,g0022581-423205,1,p,0.38282,-42.53458,16021,0.360,0.097,0.198,3.083,3.600,3.496,2.352,0.8,1505,10,2,15837,1.2399,1.1013,1,0,1
J00230153-5650048,11.102,0.981,6.00,10.412,0.941,10.080,0.967,g0023015-565005,1,,0.38376,-56.83475,10099,0.662,0.622,0.648,2.967,3.179,3.195,2.413,1.5,802,2,3,10310,3.0135,0.1623,1,1,1
J00230166-6350000,13.604,0.229,4.29,12.819,0.319,12.488,0.337,g0023016-634960,1,,0.38379,-63.83331,12627,-0.006,0.084,0.102,3.487,3.475,3.496,2.117,2.2,,,,,12.3170,0.0131,1,1,1
J00230671-5700469,12.074,0.629,4.01,11.601,0.478,11.318,0.457,g0023068-570047,1,p,0.38521,-57.01300,10370,0.310,0.159,0.138,3.282,3.629,3.720,2.318,1.0,802,2,3,10310,3.1216,0.1471,1,1,1
J00230916-5659209,13.665,0.263,2.24,12.857,0.308,12.746,0.174,g0023091-565921,1,,0.38587,-56.98914,10100,-0.065,-0.020,-0.154,3.376,3.466,3.715,2.068,2.0,,,,,3.0259,0.2556,0,0,0
J00232812-0414539,13.603,0.367,6.00,12.971,0.333,12.695,0.250,g0023281-041454,1,p,0.39114,-4.24836,15603,0.219,0.185,0.102,3.234,3.405,3.591,2.273,3.0,,,,,7.9733,0.0338,1,0,0
J00233453-0358549,13.840,0.350,3.53,13.001,0.403,12.603,0.407,g0023345-035855,1,,0.39292,-3.98192,14283,0.165,0.218,0.222,3.165,3.246,3.313,2.119,1.3,,,,,11.8106,0.0133,0,0,0
J00234364-2100579,13.280,0.594,3.96,12.812,0.472,12.167,0.683,g0023437-210058,1,,0.39546,-21.01608,15488,0.446,0.324,0.535,2.907,3.189,2.936,2.192,3.0,1462,9,4,15620,1.0560,1.7196,1,1,1
J00234998-0303541,12.193,0.698,6.00,11.508,0.697,11.327,0.632,g0023500-030354,1,p,0.39722,-3.06506,5858,0.141,0.140,0.075,3.074,3.206,3.364,2.044,1.3,,,,,4.7098,0.1025,0,0,0
J00235272-1241042,13.152,0.541,5.91,12.318,0.633,11.971,0.593,g0023527-124104,1,p,0.39797,-12.68450,14298,0.357,0.449,0.409,3.059,3.060,3.194,2.314,2.0,,,,,7.7361,0.0274,1,1,1
J00240028-0802064,13.448,0.235,5.92,12.800,0.261,12.467,0.256,g0024003-080207,1,p,0.40008,-8.03519,9463,-0.120,-0.094,-0.099,3.525,3.585,3.666,2.132,2.5,,,,,13.8583,0.0078,1,1,1
J00242036-1413559,11.529,0.607,4.67,10.864,0.568,10.593,0.554,g0024204-141356,1,p,0.40566,-14.23222,6927,0.123,0.084,0.070,3.528,3.728,3.814,2.392,0.0,405,2,3,6958,5.9903,0.0422,1,1,1
J00242462-0240087,13.666,0.336,5.57,13.051,0.250,12.510,0.463,g0024246-024009,1,p,0.40683,-2.66917,14222,0.150,0.064,0.277,3.263,3.533,3.239,2.142,1.0,,,,,14.1655,0.0081,0,0,1
J00242524-1414569,13.323,0.187,2.91,12.700,0.051,12.319,0.212,g0024253-141457,1,p,0.40702,-14.24906,6957,-0.297,-0.433,-0.272,3.651,4.028,3.808,2.254,1.8,405,2,3,6958,3.3965,0.1380,1,1,1
J00243650-1129483,13.091,0.538,5.59,12.150,0.596,11.828,0.483,g0024365-112948,1,p,0.41014,-11.49669,15975,0.399,0.457,0.344,3.102,3.212,3.474,2.331,3.7,,,,,5.9585,0.0400,1,1,1
J00243651-1357229,11.623,0.886,4.17,10.993,0.834,10.588,0.900,g0024365-135723,1,p,0.41015,-13.95636,7016,0.402,0.350,0.416,2.933,3.145,3.124,2.212,3.3,405,2,3,6958,6.2635,0.0386,1,1,1
J00244375-0508557,11.304,0.773,4.85,10.606,0.769,10.285,0.769,g0024438-050856,1,p,0.41215,-5.14875,5741,0.207,0.203,0.203,3.279,3.423,3.506,2.154,1.8,,,,,4.5736,0.0746,1,1,1
J00244712-2043558,12.791,0.433,6.00,12.172,0.356,11.800,0.342,g0024471-204356,1,p,0.41309,-20.73211,15218,0.285,0.208,0.194,3.425,3.678,3.765,2.472,2.8,1462,9,4,15620,0.8181,2.8309,1,1,1
J00245596-2043528,13.149,0.510,6.00,12.478,0.511,12.118,0.550,g0024560-204353,1,p,0.41555,-20.73131,15878,0.362,0.363,0.402,3.128,3.245,3.221,2.295,0.7,1462,9,4,15620,0.6038,5.3236,1,1,1
J00245978-4212333,12.883,0.639,6.00,12.399,0.514,12.083,0.516,g0024598-421233,1,p,0.41661,-42.20928,12333,0.394,0.269,0.271,2.951,3.250,3.298,2.195,0.5,,,,,8.6472,0.0193,1,1,1
J00251747-1610102,13.313,0.390,6.00,12.469,0.473,12.508,0.226,g0025175-161010,1,p,0.42153,-16.16953,15806,0.247,0.330,0.083,3.304,3.327,3.714,2.304,2.7,,,,,7.8338,0.0262,1,1,1
J00252993-7728430,13.605,0.228,6.00,12.790,0.285,12.261,0.402,g0025299-772843,1,,0.42497,-77.47858,16457,0.101,0.158,0.275,3.524,3.583,3.465,2.385,2.5,,,,,2.8784,0.2596,0,0,0
J00253231-6216080,12.116,0.644,6.00,11.435,0.631,10.921,0.787,g0025323-621608,1,p,0.42564,-62.26889,11959,0.386,0.373,0.529,3.248,3.401,3.222,2.295,0.2,,,,,8.5059,0.0247,1,1,1
J00255160-2040386,13.023,0.591,5.32,12.103,0.724,11.825,0.696,g0025516-204039,1,,0.43099,-20.67742,15608,0.443,0.576,0.548,3.015,2.969,3.046,2.218,0.0,1462,9,4,15620,1.0430,1.7418,1,1,1
J00255246-0939427,11.654,0.630,3.14,10.951,0.629,10.736,0.593,g0025525-093943,1,p,0.43124,-9.66181,4850,-0.007,-0.008,-0.044,3.422,3.561,3.678,2.139,2.0,,,,,3.7527,0.1108,1,1,1
J00255485-0325151,12.082,0.705,6.00,11.539,0.598,11.190,0.668,g0025549-032515,1,p,0.43191,-3.42083,4061,-0.008,-0.115,-0.045,3.094,3.382,3.345,2.045,2.3,,,,,8.1999,0.0338,0,0,0
J00260321-0720047,12.207,0.712,5.95,11.326,0.775,11.104,0.685,g0026032-072005,1,,0.43422,-7.33464,15578,0.563,0.626,0.536,3.106,3.182,3.359,2.364,3.0,,,,,6.6294,0.0345,1,1,1
J00260930-0945457,13.398,0.595,1.49,12.729,0.496,12.485,0.453,g0026093-094546,1,,0.43591,-9.76264,15343,0.440,0.341,0.298,2.863,3.177,3.271,2.153,4.0,,,,,6.3052,0.0413,1,1,1
J00265462-0230030,10.808,0.868,4.14,10.121,0.857,9.855,0.867,g0026546-023003,1,p,0.44851,-2.50089,4001,0.149,0.138,0.148,3.273,3.429,3.479,2.183,1.7,,,,,11.6754,0.0104,1,1,1
J00265821-0147100,11.291,0.796,6.00,10.604,0.789,10.323,0.805,g0026582-014710,1,p,0.44951,-1.78617,3820,0.057,0.050,0.066,3.223,3.371,3.416,2.158,2.5,,,,,13.5770,0.0089,1,1,1
J00270998-0702129,13.634,0.462,5.35,13.156,0.374,12.660,0.397,g0027100-070213,1,p,0.45278,-7.03694,15399,0.308,0.220,0.243,3.036,3.252,3.313,2.243,0.8,,,,,6.4446,0.0473,1,0,0
J00271367-5444058,12.871,0.595,3.13,12.219,0.553,11.693,0.749,g0027137-544406,1,,0.45380,-54.73505,8530,0.197,0.155,0.351,3.021,3.222,2.984,2.028,2.7,,,,,3.5946,0.1151,0,0,0
J00271598-4156166,13.018,0.359,6.00,12.156,0.483,11.844,0.515,g0027160-415617,1,p,0.45445,-41.93797,10473,0.046,0.170,0.202,3.445,3.398,3.393,2.163,1.5,,,,,8.2597,0.0254,1,1,1
J00273007-0130487,10.813,0.871,5.35,10.120,0.850,9.954,0.787,g0027301-013049,1,p,0.45836,-1.51347,3700,0.118,0.097,0.034,3.263,3.441,3.599,2.195,3.0,,,,,14.6136,0.0063,1,1,1
J00274641-1015462,12.856,0.477,4.37,12.127,0.489,11.877,0.443,g0027464-101547,1,p,0.46289,-10.26292,13935,0.282,0.294,0.248,3.305,3.423,3.532,2.334,1.7,,,,,8.3304,0.0229,1,1,1
J00281554-4840029,13.182,0.273,5.11,12.350,0.388,12.245,0.218,g0028156-484003,1,p,0.47099,-48.66742,9277,-0.090,0.025,-0.145,3.545,3.504,3.826,2.243,2.0,,,,,5.7405,0.0483,1,1,1
J00282675-2115109,13.537,0.514,6.00,12.717,0.571,12.836,0.307,g0028268-211512,1,,0.47410,-21.25328,15881,0.373,0.430,0.166,2.965,3.031,3.420,2.173,0.2,,,,,,,1,1,0
J00283951-1138262,11.645,0.488,4.40,10.958,0.461,10.741,0.393,g0028395-113827,1,p,0.47764,-11.64069,5874,-0.072,-0.099,-0.167,3.713,3.898,4.076,2.445,0.5,310,0,1,5812,4.9915,0.0570,1,1,1
J00283968-1300366,11.404,0.822,3.61,10.650,0.841,10.505,0.788,g0028397-130037,1,p,0.47769,-13.01017,7346,0.361,0.380,0.327,3.150,3.269,3.382,2.316,0.5,,,,,6.4065,0.0413,1,1,1
J00290063-0819062,12.068,0.495,4.32,11.419,0.449,11.170,0.416,g0029006-081906,1,p,0.48351,-8.31844,5868,-0.061,-0.107,-0.140,3.532,3.740,3.859,2.333,2.5,,,,,3.7336,0.1029,1,1,1
J00293176-1359366,12.003,0.969,6.00,11.334,0.919,10.971,0.911,g0029318-135937,1,,0.49216,-13.99347,15863,0.827,0.777,0.769,2.673,2.890,2.960,2.258,1.0,,,,,5.8724,0.0416,1,1,1
J00294166-5131145,10.003,0.998,5.05,9.236,1.038,9.004,1.009,g0029417-513114,1,p,0.49490,-51.52067,3117,0.172,0.212,0.183,3.327,3.414,3.533,2.337,1.5,,,,,14.4709,0.0077,1,1,1
J00294935-0114055,12.702,0.696,6.00,12.013,0.662,11.565,0.742,g0029494-011406,1,p,0.49704,-1.23489,9787,0.355,0.321,0.401,2.897,3.096,3.052,2.411,1.2,,,,,11.6423,0.0104,1,1,1
J00295424-1346318,13.811,0.373,6.00,13.071,0.355,12.684,0.315,g0029542-134632,1,,0.49840,-13.77553,16042,0.236,0.218,0.178,3.142,3.324,3.467,2.247,2.0,,,,,5.2638,0.0653,0,0,0
J00295739-0517375,12.326,0.657,3.70,11.592,0.653,11.316,0.675,g0029574-051738,1,p,0.49927,-5.29383,7333,0.195,0.191,0.213,3.115,3.271,3.285,2.077,2.7,,,,,5.1559,0.0868,1,1,1
J00300543-6013492,12.352,0.603,2.77,11.727,0.552,11.271,0.620,g0030054-601350,1,p,0.50151,-60.23042,11739,0.338,0.287,0.355,3.234,3.441,3.415,2.207,3.3,,,,,9.7711,0.0198,0,0,0
J00302935-4305252,12.759,0.540,5.28,12.164,0.433,11.833,0.465,g0030294-430525,1,p,0.50816,-43.09031,9701,0.195,0.088,0.120,3.181,3.490,3.497,2.282,2.7,,,,,8.9338,0.0181,1,1,1
J00304937-5728258,13.243,0.291,5.03,12.399,0.358,12.451,0.169,g0030494-572826,1,p,0.51372,-57.47386,8486,-0.111,-0.044,-0.233,3.480,3.540,3.841,2.267,1.0,542,0,1,8463,2.7916,0.1909,1,1,1
J00305817-0924147,12.566,0.674,2.62,11.972,0.634,11.367,0.776,g0030582-092415,1,p,0.51616,-9.40406,10488,0.362,0.322,0.464,3.003,3.174,3.065,2.209,3.7,,,,,4.1159,0.1056,1,1,1
J00311062-5629557,12.513,0.529,6.00,11.840,0.522,11.514,0.581,g0031106-562956,1,,0.51962,-56.49892,8211,0.115,0.108,0.167,3.293,3.434,3.391,2.169,1.0,,,,,1.8463,0.4623,1,1,1
J00311397-3651139,11.696,0.723,5.48,11.020,0.709,10.772,0.695,g0031140-365114,1,p,0.52056,-36.85389,7005,0.242,0.228,0.214,3.225,3.381,3.459,2.203,2.0,403,1,1,7016,5.1008,0.0672,1,1,1
J00320679-1303226,13.254,0.498,6.00,12.455,0.582,12.531,0.330,g0032068-130323,1,p,0.53522,-13.05628,15982,0.359,0.443,0.191,3.113,3.116,3.497,2.327,0.5,,,,,3.4617,0.1600,1,1,1
