F,Seq,6dFGS,No,2MASX,MJD,z,S/N,R,Vd,e_Vd,elogVd,Cats,Simbad,_RA,_DE
F,05292,g1018325-005932,1,J10183250-0059320,53403.63,0.0491,11.5,13.9,191.7,19.0,0.043,Cats,Simbad,154.6354583,-0.9923056
F,05293,g1018366-175857,1,J10183654-1758571,53029.66,0.0117,27.1,23.7,154.5,9.6,0.027,Cats,Simbad,154.6522917,-17.9825278
F,05294,g1018382-181950,1,J10183820-1819501,52674.60,0.0505,15.7,21.7,177.7,14.3,0.035,Cats,Simbad,154.6592083,-18.3305278
p,05295,g1018397-181345,1,J10183975-1813451,53029.66,0.0496,11.0,10.3,241.5,35.0,0.063,Cats,Simbad,154.6655417,-18.2290833
F,05296,g1018422-181342,2,J10184221-1813421,52694.51,0.0500,16.5,13.2,266.7,20.3,0.033,Cats,Simbad,154.6758750,-18.2283889
F,05296,g1018422-181342,2,J10184221-1813421,52700.56,0.0500,15.2,14.7,239.4,20.4,0.037,Cats,Simbad,154.6758750,-18.2283889
F,05297,g1018435-281718,1,J10184354-2817177,53024.65,0.0412,13.2,13.9,139.5,22.2,0.069,Cats,Simbad,154.6814167,-28.2883056
F,05298,g1018442-364115,1,J10184420-3641149,52664.60,0.0149,16.9,18.9,109.2,14.3,0.057,Cats,Simbad,154.6841250,-36.6875000
F,05299,g1019030-131405,1,J10190298-1314050,52758.40,0.0281,10.2,13.3,111.7,29.8,0.116,Cats,Simbad,154.7623333,-13.2348056
F,05300,g1019030-350830,1,J10190299-3508302,52664.60,0.0296,11.3,13.7,125.7,23.4,0.081,Cats,Simbad,154.7625000,-35.1416667
F,05301,g1019153-032351,1,J10191524-0323503,53403.63,0.0471,9.1,12.7,116.4,30.8,0.115,Cats,Simbad,154.8135833,-3.3973889
F,05302,g1019179-715646,1,J10191792-7156458,53465.47,0.0179,17.6,15.7,174.6,14.5,0.036,Cats,Simbad,154.8245000,-71.9460833
F,05303,g1019281-175719,1,J10192809-1757186,52674.60,0.0285,19.1,16.6,127.3,15.2,0.052,Cats,Simbad,154.8670833,-17.9551944
F,05304,g1019329-083030,1,J10193289-0830295,52762.37,0.0542,6.2,9.3,190.7,37.8,0.086,Cats,Simbad,154.8870833,-8.5081944
F,05305,g1019375-085652,1,J10193747-0856515,53382.68,0.0544,11.6,12.7,204.6,26.4,0.056,Cats,Simbad,154.9060833,-8.9476389
F,05306,g1019443-733458,1,J10194423-7334577,53465.47,0.0395,10.7,13.3,138.7,27.1,0.085,Cats,Simbad,154.9345833,-73.5827778
F,05307,g1019468-693057,1,J10194676-6930567,53462.47,0.0422,6.7,8.3,141.1,49.7,0.153,Cats,Simbad,154.9449583,-69.5157500
F,05308,g1019494-195719,1,J10194939-1957195,52674.60,0.0230,21.5,16.7,133.5,13.8,0.045,Cats,Simbad,154.9558333,-19.9553611
F,05309,g1019532-050301,1,J10195314-0503003,53404.63,0.0499,9.9,10.6,240.8,29.9,0.054,Cats,Simbad,154.9714583,-5.0501667
F,05310,g1019542-050314,1,J10195421-0503133,52762.37,0.0505,10.3,9.0,183.0,27.4,0.065,Cats,Simbad,154.9758333,-5.0537500
F,05311,g1019593-113643,1,J10195933-1136425,52758.40,0.0391,16.4,21.2,121.2,16.2,0.058,Cats,Simbad,154.9972083,-11.6118333
F,05312,g1020024-213107,1,J10200244-2131069,53027.64,0.0124,38.3,25.9,136.9,6.6,0.021,Cats,Simbad,155.0101667,-21.5185556
F,05313,g1020038-051548,1,J10200380-0515483,53404.63,0.0509,9.9,10.9,126.5,31.5,0.108,Cats,Simbad,155.0158750,-5.2634444
F,05314,g1020055-053052,1,J10200554-0530523,52762.37,0.0489,7.7,12.0,154.2,28.4,0.080,Cats,Simbad,155.0230833,-5.5145000
F,05315,g1020074-105233,1,J10200741-1052325,52758.40,0.0528,14.3,15.0,277.7,24.3,0.038,Cats,Simbad,155.0308333,-10.8757500
F,05316,g1020080-214143,1,J10200802-2141429,53027.64,0.0119,33.7,22.1,151.3,7.3,0.021,Cats,Simbad,155.0335000,-21.6952778
F,05317,g1020104-085429,1,J10201033-0854295,53382.68,0.0428,15.0,17.3,194.6,17.0,0.038,Cats,Simbad,155.0431250,-8.9081389
F,05318,g1020110-075054,1,J10201097-0750535,52762.37,0.0543,9.9,11.9,232.5,27.3,0.051,Cats,Simbad,155.0457917,-7.8481944
F,05319,g1020180-074742,1,J10201802-0747416,53404.63,0.0523,8.4,8.2,119.0,36.7,0.134,Cats,Simbad,155.0750833,-7.7948889
F,05320,g1020191-063007,1,J10201907-0630066,53404.63,0.0513,11.0,13.3,210.9,20.9,0.043,Cats,Simbad,155.0794167,-6.5018889
F,05321,g1020209-080320,1,J10202083-0803196,52762.37,0.0547,9.0,12.6,131.5,30.9,0.102,Cats,Simbad,155.0868750,-8.0554444
F,05322,g1020233-045909,1,J10202328-0459093,53404.63,0.0403,9.1,10.6,137.2,34.8,0.110,Cats,Simbad,155.0970000,-4.9858889
F,05323,g1020245-402407,1,J10202445-4024072,53089.48,0.0244,22.4,17.8,278.9,16.1,0.025,Cats,Simbad,155.1019167,-40.4020556
F,05324,g1020353-043705,1,J10203527-0437049,53403.63,0.0391,11.2,12.5,150.9,24.0,0.069,Cats,Simbad,155.1469167,-4.6180833
F,05325,g1020355-074437,1,J10203551-0744367,52762.37,0.0543,11.1,12.9,258.3,28.5,0.048,Cats,Simbad,155.1479167,-7.7435000
F,05326,g1020436-043354,1,J10204363-0433539,53404.63,0.0382,15.6,14.6,167.0,20.0,0.052,Cats,Simbad,155.1817917,-4.5650556
F,05327,g1020438-063157,1,J10204376-0631577,52762.37,0.0543,10.9,11.5,244.2,27.6,0.049,Cats,Simbad,155.1823333,-6.5326111
F,05328,g1020448-042903,1,J10204477-0429029,52762.37,0.0534,10.7,15.3,160.8,21.1,0.057,Cats,Simbad,155.1865000,-4.4841111
F,05329,g1020473-044415,1,J10204724-0444149,52762.37,0.0384,9.8,13.7,124.2,27.7,0.097,Cats,Simbad,155.1968750,-4.7375556
F,05330,g1020484-104349,1,J10204842-1043483,52758.40,0.0525,12.0,13.1,189.7,22.7,0.052,Cats,Simbad,155.2017917,-10.7301944
F,05331,g1020492-093511,1,J10204918-0935103,53382.68,0.0362,15.0,17.0,177.8,16.8,0.041,Cats,Simbad,155.2049167,-9.5862500
F,05332,g1021003-102909,1,J10210030-1029084,52758.40,0.0530,11.3,12.9,214.5,22.7,0.046,Cats,Simbad,155.2512083,-10.4857500
F,05333,g1021136-063821,1,J10211353-0638207,52762.37,0.0527,8.5,8.2,247.5,50.7,0.089,Cats,Simbad,155.3064583,-6.6391667
F,05334,g1021212-074439,1,J10212124-0744387,52762.37,0.0544,7.5,9.6,158.9,38.8,0.106,Cats,Simbad,155.3384583,-7.7441389
F,05335,g1021351-341601,1,J10213507-3416004,52664.60,0.0095,55.9,30.0,147.1,4.4,0.013,Cats,Simbad,155.3961667,-34.2668056
F,05336,g1021373-045412,1,J10213733-0454122,52762.37,0.0543,7.7,10.1,114.5,31.9,0.121,Cats,Simbad,155.4055000,-4.9033889
F,05337,g1021377-041847,1,J10213767-0418462,52762.37,0.0391,10.7,12.5,164.1,24.6,0.065,Cats,Simbad,155.4069167,-4.3129167
F,05338,g1021419-112858,1,J10214185-1128577,52758.40,0.0366,12.1,14.8,118.8,23.5,0.086,Cats,Simbad,155.4244167,-11.4827500
F,05339,g1021452-182440,1,J10214520-1824398,52665.62,0.0284,7.4,12.1,115.5,31.1,0.117,Cats,Simbad,155.4383333,-18.4109722
F,05340,g1021516-072041,1,J10215155-0720407,53404.63,0.0539,9.2,10.5,132.0,31.3,0.103,Cats,Simbad,155.4648750,-7.3446667
F,05341,g1021526-050002,1,J10215258-0500022,52762.37,0.0543,8.7,8.8,205.3,31.2,0.066,Cats,Simbad,155.4691667,-5.0006111
F,05342,g1021531-072109,1,J10215309-0721087,52762.37,0.0513,6.5,8.4,185.7,47.9,0.112,Cats,Simbad,155.4712917,-7.3523611
F,05343,g1021559-045325,1,J10215586-0453252,53404.63,0.0541,20.1,15.3,267.0,17.2,0.028,Cats,Simbad,155.4827917,-4.8902778
F,05344,g1022071-113505,1,J10220706-1135047,52758.40,0.0367,22.8,20.2,205.5,11.4,0.024,Cats,Simbad,155.5294583,-11.5845833
F,05345,g1022087-050426,1,J10220873-0504257,52762.37,0.0391,10.5,15.3,109.1,22.4,0.089,Cats,Simbad,155.5364167,-5.0738333
F,05346,g1022096-053637,1,J10220959-0536367,53404.63,0.0366,8.0,8.2,167.6,47.9,0.124,Cats,Simbad,155.5398750,-5.6102222
F,05347,g1022135-084206,1,J10221353-0842058,53382.68,0.0542,10.8,14.8,145.9,21.2,0.063,Cats,Simbad,155.5564167,-8.7015833
F,05348,g1022200-802624,1,J10221988-8026241,53470.46,0.0400,10.1,12.9,123.5,24.2,0.085,Cats,Simbad,155.5833750,-80.4400278
F,05349,g1022277-034406,1,J10222771-0344064,53403.63,0.0538,13.3,8.8,190.2,28.9,0.066,Cats,Simbad,155.6154583,-3.7351111
p,05350,g1022359-042826,1,J10223591-0428254,53404.63,0.0536,12.7,11.7,158.4,21.9,0.060,Cats,Simbad,155.6495833,-4.4737500
F,05351,g1022361-033712,1,J10223613-0337124,53403.63,0.0312,19.0,16.6,206.5,16.2,0.034,Cats,Simbad,155.6505833,-3.6200278
F,05352,g1023039-033715,1,J10230384-0337151,53403.63,0.0315,21.3,17.1,232.8,15.5,0.029,Cats,Simbad,155.7660833,-3.6209444
F,05353,g1023503-085339,1,J10235033-0853389,53382.68,0.0534,15.7,16.3,229.1,19.0,0.036,Cats,Simbad,155.9596667,-8.8941944
F,05354,g1023537-171736,1,J10235371-1717362,52665.62,0.0266,9.7,11.7,141.2,27.3,0.084,Cats,Simbad,155.9738750,-17.2934167
F,05355,g1024017-190037,1,J10240169-1900374,53027.64,0.0441,9.5,13.9,118.7,30.9,0.113,Cats,Simbad,156.0071667,-19.0102778
F,05356,g1024020-192122,1,J10240200-1921214,52674.60,0.0493,14.0,14.9,170.8,20.1,0.051,Cats,Simbad,156.0083333,-19.3560000
F,05357,g1024146-042304,1,J10241456-0423033,53403.63,0.0546,9.1,8.3,118.9,37.2,0.136,Cats,Simbad,156.0607917,-4.3843056
F,05358,g1024203-264336,1,J10242025-2643360,53022.66,0.0362,6.4,9.1,122.5,46.8,0.166,Cats,Simbad,156.0843750,-26.7266667
F,05359,g1024251-043654,1,J10242507-0436541,53404.63,0.0538,12.2,12.8,176.1,23.5,0.058,Cats,Simbad,156.1044583,-4.6150000
F,05360,g1024325-361620,1,J10243252-3616204,52664.60,0.0336,12.9,11.9,164.2,25.0,0.066,Cats,Simbad,156.1352083,-36.2722778
,05361,g1024475-435752,1,J10244743-4357515,53463.46,0.0094,27.2,20.4,136.0,9.1,0.029,Cats,Simbad,156.1977500,-43.9643333
F,05362,g1024570-172604,1,J10245700-1726039,53405.62,0.0273,18.8,14.5,208.1,17.3,0.036,Cats,Simbad,156.2375000,-17.4344444
F,05363,g1024591-172536,1,J10245910-1725359,52665.62,0.0274,20.3,16.6,107.1,16.3,0.066,Cats,Simbad,156.2462083,-17.4266111
F,05364,g1025067-692049,1,J10250673-6920485,53462.47,0.0250,11.6,13.4,122.2,28.7,0.102,Cats,Simbad,156.2779167,-69.3468611
F,05365,g1025448-091946,1,J10254477-0919461,53382.68,0.0522,6.3,8.5,140.9,38.0,0.117,Cats,Simbad,156.4365417,-9.3294722
F,05366,g1025548-265247,1,J10255484-2652469,53022.66,0.0360,6.6,9.1,157.7,39.2,0.108,Cats,Simbad,156.4785000,-26.8797778
F,05367,g1026082-201407,1,J10260817-2014069,52674.60,0.0188,11.9,11.8,169.1,25.3,0.065,Cats,Simbad,156.5340000,-20.2352778
F,05368,g1026095-203415,1,J10260948-2034149,52674.60,0.0407,7.6,8.3,203.1,40.7,0.087,Cats,Simbad,156.5394583,-20.5708056
F,05369,g1026138-145752,1,J10261383-1457516,52758.40,0.0358,11.8,12.5,220.8,28.0,0.055,Cats,Simbad,156.5576667,-14.9643611
F,05370,g1026215-023720,1,J10262146-0237197,53403.63,0.0182,30.7,20.1,191.7,8.8,0.020,Cats,Simbad,156.5894167,-2.6221667
F,05371,g1026286-035457,1,J10262861-0354567,53403.63,0.0385,14.6,14.0,178.1,20.1,0.049,Cats,Simbad,156.6192917,-3.9156944
F,05372,g1026422-020711,1,J10264222-0207108,53403.63,0.0513,12.5,12.8,226.5,20.9,0.040,Cats,Simbad,156.6760000,-2.1197222
F,05373,g1027225-092504,1,J10272247-0925037,53382.68,0.0535,14.4,17.9,207.6,17.2,0.036,Cats,Simbad,156.8436250,-9.4176389
F,05374,g1027297-064827,1,J10272965-0648267,53404.63,0.0539,10.2,13.4,116.4,26.0,0.097,Cats,Simbad,156.8736667,-6.8074722
F,05375,g1027311-011929,1,J10273106-0119294,53403.63,0.0352,13.9,15.0,191.4,19.4,0.044,Cats,Simbad,156.8795000,-1.3248333
F,05376,g1027338-034110,1,J10273377-0341094,53403.63,0.0297,14.6,17.5,149.0,18.5,0.054,Cats,Simbad,156.8907083,-3.6860278
F,05377,g1027355-030319,1,J10273544-0303184,53403.63,0.0489,14.1,15.0,195.6,17.6,0.039,Cats,Simbad,156.8977083,-3.0551944
F,05378,g1027390-190256,1,J10273899-1902566,52674.60,0.0474,8.1,8.3,121.1,36.5,0.131,Cats,Simbad,156.9125417,-19.0489722
F,05379,g1027494-144659,1,J10274944-1446589,52758.40,0.0392,9.1,10.4,140.4,29.1,0.090,Cats,Simbad,156.9559583,-14.7830278
F,05380,g1028056-034422,1,J10280556-0344222,53403.63,0.0381,13.1,11.8,153.2,26.5,0.075,Cats,Simbad,157.0232083,-3.7395556
F,05381,g1028240-353147,1,J10282398-3531469,52664.60,0.0082,10.5,8.4,109.9,43.5,0.172,Cats,Simbad,157.0998750,-35.5296667
F,05382,g1028465-421955,1,J10284649-4219552,53463.46,0.0199,18.3,18.8,136.3,15.7,0.050,Cats,Simbad,157.1936667,-42.3319722
,05383,g1029015-443925,1,J10290147-4439244,53463.46,0.0084,30.6,17.9,184.0,8.0,0.019,Cats,Simbad,157.2560833,-44.6568333
F,05384,g1029301-034537,1,J10293006-0345367,53403.63,0.0307,20.2,15.8,243.0,15.1,0.027,Cats,Simbad,157.3752083,-3.7602222
F,05385,g1029410-211115,1,J10294101-2111151,53027.64,0.0483,11.6,16.3,118.6,18.8,0.069,Cats,Simbad,157.4209583,-21.1876111
F,05386,g1029445-013838,1,J10294454-0138377,53403.63,0.0303,8.3,10.2,104.9,38.9,0.161,Cats,Simbad,157.4355417,-1.6437778
F,05387,g1029484-352508,1,J10294837-3525077,52664.60,0.0101,25.1,21.0,148.1,10.6,0.031,Cats,Simbad,157.4516667,-35.4188056
F,05388,g1029571-351328,1,J10295707-3513277,53034.68,0.0127,30.7,23.4,166.4,7.7,0.020,Cats,Simbad,157.4877500,-35.2243889
F,05389,g1029582-143806,1,J10295821-1438060,52758.40,0.0507,8.8,9.9,173.6,31.2,0.078,Cats,Simbad,157.4925000,-14.6350556
F,05390,g1030027-145907,1,J10300266-1459066,52758.40,0.0517,10.0,13.6,162.9,22.9,0.061,Cats,Simbad,157.5110833,-14.9852222
F,05391,g1030136-092758,1,J10301362-0927576,53406.63,0.0543,6.1,8.9,194.8,44.0,0.098,Cats,Simbad,157.5567917,-9.4660833
F,05392,g1030164-031434,1,J10301638-0314338,53403.63,0.0365,10.1,13.7,146.1,28.3,0.084,Cats,Simbad,157.5683750,-3.2426389
F,05393,g1030273-103821,1,J10302731-1038206,53382.68,0.0526,18.6,21.7,154.5,13.5,0.038,Cats,Simbad,157.6137917,-10.6390556
F,05394,g1030292-353638,1,J10302915-3536383,53034.68,0.0081,41.2,19.4,243.6,7.3,0.013,Cats,Simbad,157.6215417,-35.6106389
F,05395,g1030417-031059,1,J10304172-0310582,53403.63,0.0350,8.2,9.6,149.7,42.7,0.124,Cats,Simbad,157.6737917,-3.1829444
F,05396,g1030421-081201,1,J10304209-0812009,53404.63,0.0542,6.6,9.3,134.8,45.3,0.146,Cats,Simbad,157.6753333,-8.2002778
p,05397,g1030459-693629,1,J10304586-6936293,53462.47,0.0422,9.1,10.1,154.8,37.4,0.105,Cats,Simbad,157.6910833,-69.6081389
,05398,g1031116-461505,1,J10311160-4615043,53463.46,0.0094,35.0,15.6,282.6,11.1,0.017,Cats,Simbad,157.7983333,-46.2512778
F,05399,g1031223-033317,1,J10312223-0333168,53404.63,0.0369,9.6,12.0,207.6,33.0,0.069,Cats,Simbad,157.8427083,-3.5547222
F,05400,g1031477-024159,1,J10314764-0241593,53403.63,0.0379,12.6,12.2,155.0,25.0,0.070,Cats,Simbad,157.9485833,-2.6998056
F,05401,g1031482-360154,1,J10314816-3601546,53034.68,0.0103,14.2,17.2,104.1,23.5,0.098,Cats,Simbad,157.9507500,-36.0317778
F,05402,g1032019-123145,1,J10320185-1231447,52758.40,0.0290,10.6,15.9,116.1,25.9,0.097,Cats,Simbad,158.0077083,-12.5291111
F,05403,g1032123-091420,1,J10321232-0914205,53406.63,0.0307,27.7,19.3,227.7,10.5,0.020,Cats,Simbad,158.0513333,-9.2389722
F,05404,g1032128-012936,1,J10321276-0129363,53403.63,0.0389,12.3,12.4,111.5,29.3,0.114,Cats,Simbad,158.0532083,-1.4934167
F,05405,g1032166-050221,1,J10321660-0502203,53404.63,0.0292,17.0,15.4,274.5,19.6,0.031,Cats,Simbad,158.0691667,-5.0390278
F,05406,g1032438-123814,1,J10324383-1238138,52758.40,0.0295,16.4,16.1,228.3,18.4,0.035,Cats,Simbad,158.1825833,-12.6372222
F,05407,g1032454-124302,1,J10324540-1243018,52767.38,0.0294,8.1,8.2,304.2,62.3,0.089,Cats,Simbad,158.1892083,-12.7172222
F,05408,g1032538-063026,1,J10325382-0630261,53404.63,0.0165,32.6,18.3,216.6,8.0,0.016,Cats,Simbad,158.2242500,-6.5073056
F,05409,g1033073-214750,1,J10330726-2147499,53035.68,0.0483,9.1,9.9,141.8,44.1,0.135,Cats,Simbad,158.2803333,-21.7972500
F,05410,g1033117-124018,1,J10331172-1240186,52758.40,0.0304,12.8,14.2,139.4,21.5,0.067,Cats,Simbad,158.2989167,-12.6717778
F,05411,g1033301-265351,1,J10333004-2653510,53022.66,0.0119,20.7,18.2,175.9,12.2,0.030,Cats,Simbad,158.3752083,-26.8975278
F,05412,g1033331-095245,1,J10333312-0952443,53406.63,0.0536,9.9,14.4,122.1,23.3,0.083,Cats,Simbad,158.3880833,-9.8790278
F,05413,g1033358-272716,1,J10333582-2727160,53022.66,0.0113,23.6,18.8,220.9,13.2,0.026,Cats,Simbad,158.3993333,-27.4544444
F,05414,g1033430-444037,1,J10334297-4440371,53441.58,0.0414,6.8,10.7,100.8,35.3,0.152,Cats,Simbad,158.4291250,-44.6769167
F,05415,g1033571-081433,1,J10335707-0814333,53404.63,0.0165,26.3,20.5,139.4,10.6,0.033,Cats,Simbad,158.4877500,-8.2426111
F,05416,g1034095-085757,1,J10340954-0857573,53406.63,0.0539,5.9,8.4,104.0,44.5,0.186,Cats,Simbad,158.5397083,-8.9658611
F,05417,g1034357-283405,1,J10343568-2834048,52667.61,0.0118,24.7,16.6,134.0,11.1,0.036,Cats,Simbad,158.6486250,-28.5681111
F,05418,g1034524-100010,1,J10345238-1000095,53406.63,0.0534,10.5,15.5,183.2,21.5,0.051,Cats,Simbad,158.7182083,-10.0026944
F,05419,g1035146-074053,1,J10351456-0740525,53404.63,0.0335,14.1,13.6,170.9,24.0,0.061,Cats,Simbad,158.8106667,-7.6812778
F,05420,g1035223-814442,1,J10352232-8144420,53414.53,0.0391,10.9,11.1,133.4,28.0,0.091,Cats,Simbad,158.8427500,-81.7450000
F,05421,g1035332-131441,1,J10353319-1314407,52670.67,0.0524,8.2,11.3,209.4,30.4,0.063,Cats,Simbad,158.8882917,-13.2446111
F,05422,g1035353-424422,1,J10353526-4244213,53033.63,0.0342,9.3,9.4,117.4,42.2,0.156,Cats,Simbad,158.8968750,-42.7393056
F,05423,g1035485-435426,1,J10354844-4354253,53441.58,0.0209,16.0,14.5,156.6,18.0,0.050,Cats,Simbad,158.9518750,-43.9070833
F,05424,g1036104-432245,1,J10361043-4322453,53441.58,0.0200,21.2,14.5,214.5,14.8,0.030,Cats,Simbad,159.0433750,-43.3792778
F,05425,g1036118-270944,1,J10361183-2709439,52667.61,0.0132,35.2,18.1,210.4,8.2,0.017,Cats,Simbad,159.0492500,-27.1622222
F,05426,g1036152-082002,1,J10361516-0820021,53406.63,0.0165,32.4,21.8,203.4,8.0,0.017,Cats,Simbad,159.0632500,-8.3339444
F,05427,g1036160-124332,1,J10361594-1243320,52670.67,0.0521,10.0,10.9,239.1,32.5,0.059,Cats,Simbad,159.0665000,-12.7256111
F,05428,g1036325-280349,1,J10363254-2803492,53022.66,0.0147,16.3,21.6,116.1,16.6,0.062,Cats,Simbad,159.1355417,-28.0636667
F,05429,g1036347-281252,1,J10363472-2812522,53022.66,0.0124,15.1,15.6,122.1,18.8,0.067,Cats,Simbad,159.1445833,-28.2145556
F,05430,g1036428-273140,1,J10364282-2731420,52667.61,0.0129,25.6,16.0,212.4,10.8,0.022,Cats,Simbad,159.1783333,-27.5278889
F,05431,g1036453-111654,1,J10364532-1116533,53406.63,0.0543,14.7,13.6,253.1,22.1,0.038,Cats,Simbad,159.1888750,-11.2815278
F,05432,g1036546-173709,1,J10365462-1737089,52665.62,0.0339,11.4,11.7,150.6,26.0,0.075,Cats,Simbad,159.2275417,-17.6191111
p,05433,g1036551-171821,1,J10365508-1718209,52665.62,0.0430,19.7,10.9,131.9,15.5,0.051,Cats,Simbad,159.2295833,-17.3058611
F,05434,g1036578-173945,1,J10365776-1739446,53405.62,0.0371,20.3,20.2,164.1,12.5,0.033,Cats,Simbad,159.2406667,-17.6624444
F,05435,g1037060-074620,1,J10370596-0746198,53404.63,0.0294,13.3,16.6,146.5,19.2,0.057,Cats,Simbad,159.2748750,-7.7721667
F,05436,g1037109-093641,1,J10371091-0936408,53406.63,0.0301,19.4,13.9,168.5,17.1,0.044,Cats,Simbad,159.2955000,-9.6113333
,05437,g1037149-112118,1,J10371496-1121178,52767.38,0.0520,10.3,12.2,229.9,25.4,0.048,Cats,Simbad,159.3122500,-11.3548611
F,05438,g1037163-112730,1,J10371625-1127298,53406.63,0.0525,14.7,15.8,200.2,17.5,0.038,Cats,Simbad,159.3177500,-11.4583056
F,05439,g1037200-273334,1,J10371999-2733341,53022.66,0.0133,8.5,13.3,105.9,32.2,0.132,Cats,Simbad,159.3333333,-27.5594722
F,05440,g1037327-432208,1,J10373269-4322085,53441.58,0.0209,18.3,19.1,132.2,14.3,0.047,Cats,Simbad,159.3862917,-43.3690000
F,05441,g1037361-072615,1,J10373611-0726149,53406.63,0.0293,12.4,14.7,141.8,22.2,0.068,Cats,Simbad,159.4005417,-7.4374722
F,05442,g1037373-273539,1,J10373729-2735384,52667.61,0.0130,24.5,19.8,169.0,10.9,0.028,Cats,Simbad,159.4054583,-27.5940833
F,05443,g1037404-064449,1,J10374040-0644489,53404.63,0.0295,17.9,18.2,149.3,15.1,0.044,Cats,Simbad,159.4183333,-6.7469722
F,05444,g1037513-463610,1,J10375126-4636095,53467.47,0.0485,12.8,12.3,153.7,21.2,0.060,Cats,Simbad,159.4635833,-46.6026389
F,05445,g1037544-071220,1,J10375434-0712195,53404.63,0.0284,16.1,13.9,181.5,19.2,0.046,Cats,Simbad,159.4764583,-7.2054722
F,05446,g1038092-113310,1,J10380919-1133105,53406.63,0.0516,8.5,9.8,208.3,34.1,0.071,Cats,Simbad,159.5383750,-11.5528611
F,05447,g1038115-171237,1,J10381151-1712367,52665.62,0.0369,20.0,21.9,140.9,11.4,0.035,Cats,Simbad,159.5480833,-17.2102778
F,05448,g1038137-120445,1,J10381373-1204447,52670.67,0.0526,7.9,9.9,153.9,33.0,0.093,Cats,Simbad,159.5571667,-12.0790278
F,05449,g1038234-164556,1,J10382342-1645557,52665.62,0.0431,14.7,17.2,143.2,16.5,0.050,Cats,Simbad,159.5975417,-16.7655556
F,05450,g1038242-465512,1,J10382421-4655121,53467.47,0.0484,15.5,16.8,172.5,16.3,0.041,Cats,Simbad,159.6008750,-46.9200000
F,05451,g1038335-081125,1,J10383350-0811247,53406.63,0.0532,11.8,16.7,120.0,20.7,0.075,Cats,Simbad,159.6395833,-8.1901944
F,05452,g1038589-070308,1,J10385891-0703080,53404.63,0.0288,21.8,19.6,185.4,12.0,0.028,Cats,Simbad,159.7454167,-7.0522500
F,05453,g1039016-414201,1,J10390163-4142010,53033.63,0.0422,16.2,18.4,197.5,15.0,0.033,Cats,Simbad,159.7568333,-41.7002778
F,05454,g1039115-164911,1,J10391152-1649102,52665.62,0.0436,12.5,13.3,135.7,20.0,0.064,Cats,Simbad,159.7979583,-16.8196111
F,05455,g1039370-103219,1,J10393701-1032185,52767.38,0.0292,15.9,19.5,143.5,15.5,0.047,Cats,Simbad,159.9041667,-10.5385556
F,05456,g1039542-430746,1,J10395415-4307466,53441.58,0.0440,16.1,14.0,249.5,19.5,0.034,Cats,Simbad,159.9756667,-43.1295556
F,05457,g1040146-461942,1,J10401458-4619424,53469.48,0.0202,25.3,15.4,270.5,14.9,0.024,Cats,Simbad,160.0606667,-46.3284444
F,05458,g1040332-461127,1,J10403318-4611274,53469.48,0.0220,25.2,15.4,236.8,12.5,0.023,Cats,Simbad,160.1382500,-46.1909444
F,05459,g1040380-141520,1,J10403802-1415204,52781.40,0.0524,16.3,17.7,181.2,14.6,0.035,Cats,Simbad,160.1584167,-14.2556111
F,05460,g1040428-084713,1,J10404282-0847131,53411.63,0.0530,16.1,15.5,230.2,18.6,0.035,Cats,Simbad,160.1784583,-8.7870000
F,05461,g1040503-275758,1,J10405028-2757576,52667.61,0.0148,16.2,15.2,137.1,17.4,0.055,Cats,Simbad,160.2095833,-27.9660000
F,05462,g1040551-795911,1,J10405519-7959110,53470.46,0.0385,13.1,18.3,112.5,19.7,0.076,Cats,Simbad,160.2297083,-79.9865000
F,05463,g1041014-112704,1,J10410142-1127041,52767.38,0.0503,15.0,15.2,235.4,16.8,0.031,Cats,Simbad,160.2558333,-11.4510833
F,05464,g1041018-112634,1,J10410182-1126341,52670.67,0.0528,16.3,15.9,220.9,16.8,0.033,Cats,Simbad,160.2575833,-11.4428889
F,05465,g1041117-011434,1,J10411163-0114334,53407.60,0.0391,14.8,15.9,202.1,18.1,0.039,Cats,Simbad,160.2985833,-1.2426389
F,05466,g1041130-830903,1,J10411310-8309033,53414.53,0.0404,14.5,15.6,152.0,23.1,0.066,Cats,Simbad,160.3042083,-83.1509444
F,05467,g1041131-024811,1,J10411309-0248104,53407.60,0.0209,23.9,17.2,188.9,12.6,0.029,Cats,Simbad,160.3045417,-2.8029167
F,05468,g1041171-175145,1,J10411707-1751450,53035.68,0.0201,28.3,24.5,144.1,9.0,0.027,Cats,Simbad,160.3210417,-17.8624444
F,05469,g1041211-171427,1,J10412111-1714270,53405.62,0.0406,14.2,17.1,149.6,17.9,0.052,Cats,Simbad,160.3379583,-17.2408333
F,05470,g1041370-105921,1,J10413699-1059211,52670.67,0.0535,6.5,9.4,135.8,50.3,0.161,Cats,Simbad,160.4041250,-10.9891389
F,05471,g1041409-171326,1,J10414089-1713262,52781.40,0.0296,9.1,11.9,122.5,27.9,0.099,Cats,Simbad,160.4203750,-17.2239444
F,05472,g1042039-183114,1,J10420387-1831143,52665.62,0.0501,8.1,10.6,156.3,31.7,0.088,Cats,Simbad,160.5161250,-18.5205833
F,05473,g1042215-112447,2,J10422146-1124474,52670.67,0.0529,13.4,14.1,244.9,19.7,0.035,Cats,Simbad,160.5895000,-11.4131667
